task_id,estimated_dataset_count,estimated_min_tool_calls,estimated_nice_tool_calls,tool_call_budget_bucket,quality_bucket,derivability_bucket,difficulty_bucket,overall_recommendation,issue_labels,heuristic_flags,rationale,suggested_fix
tasks_core/k-3-d-5/task_1.json,8,16,24,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-5/task_2.json,8,16,24,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,question_text_anomaly|has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-4-d-1/task_1.json,4,8,12,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-4-d-1/task_2.json,4,8,12,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-4-d-1/task_3.json,3,6,9,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-4-d-1/task_4.json,3,6,9,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-4-d-1/task_5.json,4,8,12,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-4-d-2/task_1.json,4,8,12,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-4-d-2/task_10.json,4,8,12,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-4-d-2/task_11.json,6,12,18,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-4-d-2/task_12.json,6,12,18,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-4-d-2/task_13.json,6,12,18,within_budget_comfortably,medium,strained,core,keep_noncore,unsupported_step,has_explicit_answer_placeholders,"This task stays well within the budget and the overall chain is understandable, but it is not clean enough for core use because the jail-population hop injects a 2019 year filter that the question never motivates. That makes the derivation strained rather than clean, even though the remaining hops are straightforward and the final lookup is well attached.","State the jail-population year explicitly in the question, e.g. 'had a 2019 jail population above 800.'"
tasks_core/k-4-d-2/task_14.json,6,12,18,within_budget_comfortably,high,clean,core,core_keep,format_noise,has_explicit_answer_placeholders,"This task is internally coherent and the reasoning path is faithfully implied by the question: compare percentage decreases across the four named counties, choose the top two, compare their two-year enrollment averages, then use the winning county's seat for the final percentage lookup. Nothing important appears injected or contradictory, and the six-dataset footprint stays comfortably within budget. The only notable weakness is minor readability noise from the dense phrasing and explicit answer placeholder.",Remove the [Answer] placeholder and slightly tighten the wording.
tasks_core/k-4-d-2/task_15.json,6,12,18,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"The task stays coherent from the initial county filters through the overdose-rate intersection and produces a clear single target before the final city lookup. It uses six datasets, so the cost is still comfortable, and the main narrowing steps are directly motivated by the question. The wording is heavy, but not enough to break derivability or push it out of the core slice.",Trim the model-description phrasing and tighten the county-seat transition so the last hop feels more natural.
tasks_core/k-4-d-2/task_16.json,6,12,18,within_budget_comfortably,high,clean,core,core_keep,format_noise,has_explicit_answer_placeholders,"The task is internally consistent, uses a faithful two-metric narrowing path, and stays comfortably inside the tool-call budget at six datasets. The main reasoning steps are motivated by the question and the final biography lookup remains attached rather than decorative. The only notable weakness is minor prompt noise from the explicit answer placeholder and somewhat dense phrasing around the top-two comparison.",Clarify that the top-two set is defined by average violent crime and remove the '[Answer]' formatting scaffold.
tasks_core/k-4-d-2/task_17.json,6,12,18,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"The task is affordable and internally coherent: the question itself motivates the top-two aggregation, county-seat lookup, incorporation-date comparison, and final county-level state-park count. The main rough edge is that Rochester's supporting node is phrased as a city recharter rather than a clean incorporation statement, but that does not materially break the intended path.",Rewrite node 5 and hop 3 to use explicit incorporation wording for Rochester.
tasks_core/k-4-d-2/task_18.json,5,10,15,within_budget_comfortably,low,broken,core,revise_or_drop,unsupported_step|answer_path_leakage,has_explicit_answer_placeholders,"The task is affordable and the intended multi-hop path is understandable, but the core city-selection step is not actually supported by the artifact. It truncates both yearly results to top-8 slices and then compares only their overlap, which injects the candidate set instead of deriving it from the full question. Later node sources also leak key intermediate entities early, so the item is not reliable enough to keep as a core task without revision.",Compute the cross-year winner from the full 2016 and 2018 city results and replace leaked entity-specific sources with hop-parameterized nodes.
tasks_core/k-4-d-2/task_19.json,4,8,12,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"The task is internally consistent and the reasoning chain follows directly from the question without injected candidate sets or downstream leakage. With four datasets, the cost is modest, and the final max-over-two-years computation is simple but still grounded in the discovered city.",Clarify that the comparison is over total annual Police Bureau expenditures for 2017 and 2018.
tasks_core/k-4-d-2/task_2.json,5,10,15,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"This is a coherent, affordable multi-hop task whose decomposition follows directly from the question text. The intermediate ward and offense selections are derived rather than injected, the final target is explicit, and the year-over-year change is a meaningful continuation of the same offense/ward thread.",No major fix needed.
tasks_core/k-4-d-2/task_20.json,6,12,18,within_budget_comfortably,high,clean,core,core_keep,format_noise,has_explicit_answer_placeholders,"This task is internally coherent and easy to derive from the question as written: the two budget constraints identify CFD, the paid-department date comparison cleanly selects Pittsburgh, and the airport traffic report is a relevant final lookup rather than a decorative extra hop. With six datasets, it is comfortably inside budget for a core slice. The only noticeable weakness is minor surface noise from the explicit answer-format placeholder.",Replace the trailing [Answer] template with a plain instruction such as 'Return the number only.'
tasks_core/k-4-d-2/task_21.json,4,8,12,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"This task is a strong core-slice fit: the question naturally implies the airport lookup, traffic-report comparison, destination normalization, and final ZIP-area aggregation, and the artifact does not leak the downstream answer or contradict itself. With four datasets and a clear end target, it stays affordable while still requiring a coherent multi-hop path.",Keep as-is; optionally rephrase 'map it to its city and state' to slightly more natural wording.
tasks_core/k-4-d-2/task_22.json,5,10,15,within_budget_comfortably,high,clean,core,core_keep,format_noise,has_explicit_answer_placeholders,"This task stays comfortably within budget at five datasets, and the reasoning chain cleanly mirrors the question through two income filters, two WIC filters, two county-level health and area checks, and a final county-seat lookup. The intermediate intersections are explicit and coherent, the final hop is directly motivated by the question, and the only notable weakness is minor surface noise from the bracketed answer placeholder.","Remove the ""[Answer]"" placeholder instruction and keep the rest of the task unchanged."
tasks_core/k-4-d-2/task_23.json,5,10,15,within_budget_comfortably,medium,strained,core,keep_noncore,unsupported_step,has_explicit_answer_placeholders,"The county and city narrowing is internally coherent and comfortably within budget, but the decisive city-to-district bridge is assumed rather than evidenced in the artifact. That makes the decomposition usable yet somewhat brittle, so it fits better as a noncore task unless the missing support is added.",Add a bridging node that explicitly identifies the school district serving Pullman before querying its 2017-18 enrollment.
tasks_core/k-4-d-2/task_24.json,6,12,18,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"This task is affordable, internally coherent, and faithful to the question. The chain from O. W. Wilson to Wichita to Sedgwick County to the 2020 versus 2023 disability-recipient comparison is easy to derive without leaking the downstream county or answer, and the final hop is substantive rather than decorative. The only notable rough edge is that the first node does not explicitly state the word 'civilian,' so a small wording or sourcing cleanup would make an already strong core task cleaner.","Make the first supporting node explicitly state that O. W. Wilson was the first civilian superintendent, or rephrase the question to 'first superintendent.'"
tasks_core/k-4-d-2/task_3.json,5,10,15,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency,has_explicit_answer_placeholders,"This task is affordable at five datasets, but a central inconsistency breaks it. The question and node 2 define the year by the Claudia Ford settlement vote, while the reasoning chain instead switches to a district-based filter, which is a different operation and does not justify the same date. That contradiction makes the derivation broken and the task unsuitable to keep as-is.","Rewrite hop 2 and the reasoning chain to derive the year by matching the Claudia Ford settlement vote record, then keep the later sector and ratio steps aligned to that year."
tasks_core/k-4-d-2/task_4.json,5,10,15,within_budget_comfortably,high,clean,core,core_keep,awkward_wording,has_explicit_answer_placeholders,"The task has a coherent end-to-end path, stays well within the budget, and the final ratio is directly motivated by the question. The only notable rough edge is that the central arrest step uses Charge Group Description while the question says charge, which reads as a wording mismatch rather than a structural failure.","Change arrest charge to charge group in the question and node 2 wording, or recompute node 2 from the exact charge field."
tasks_core/k-4-d-2/task_5.json,4,8,12,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency|format_noise,question_text_anomaly|has_explicit_answer_placeholders,"The task is comfortably within budget at four datasets, but the main reasoning chain does not answer the question as written. The artifact introduces a neighborhood-to-area formulation in the question, then bypasses neighborhood reasoning entirely and groups arrests by area, which is a direct internal inconsistency and breaks derivability. Because the wording is also noisy, this should be revised rather than kept in the core slice.","Either remove the neighborhood wording or add a real neighborhood-to-area step, then clean the punctuation and drop the [Answer] placeholder."
tasks_core/k-4-d-2/task_6.json,5,10,15,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"From the artifact alone, the task is coherent, affordable, and faithfully derived from the question. The intermediate narrowing steps are all motivated by the prompt, the yearly crime lookups are direct rather than brittle, and the final 2020 minus 2019 comparison is a strong continuation of the stated goal rather than a decorative last hop.",Optionally remove the `[Answer]` formatting instruction for a slightly cleaner prompt.
tasks_core/k-4-d-2/task_7.json,4,8,12,within_budget_comfortably,medium,strained,core,keep_noncore,unsupported_step,has_explicit_answer_placeholders,"The task is coherent and affordable, but it is not a clean core-slice example because two necessary bridge steps are only weakly justified by the question itself. The intended reasoning path is still recoverable, so this looks salvageable rather than broken, but the artifact feels more engineered than naturally derived.","Rewrite the final lookup to use area name and offense description directly in the 2020 crime data, or explicitly motivate the required code/ID mapping steps."
tasks_core/k-4-d-2/task_8.json,6,12,18,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"This task is coherent, affordable, and faithful to the question's requested path from peak year to area to 2020 incident ratio. The extra Area ID and crime-code translation steps add some brittleness, but they function as dataset-join mechanics rather than unsupported reasoning, so the task still reads as a strong core candidate.","If possible, keep the area and crime-type representation consistent across nodes so the schema-translation hops are unnecessary."
tasks_core/k-4-d-2/task_9.json,6,12,18,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"The artifact is internally consistent and the main decomposition follows naturally from the question: find the peak assault year, identify the leading DUI area for that year, count 2020 assaults in that area, identify the city, count schools, and compute the ratio. The extra crosswalk steps add mild brittleness, but they do not create a derivation break or make the task too costly for a core slice.","Use Los Angeles directly for the denominator, or briefly justify the extra city-mapping step."
tasks_core/k-4-d-3/task_1.json,6,12,18,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"The task is internally coherent and the reasoning path is faithfully implied by the question: identify the Virginia-born president who is both a general officer and on current U.S. currency, map that to the monument, follow the 2007 USGS survey equipment to the NASA facility, and then locate its Virginia county. Nothing important is leaked or contradicted, and the six-dataset footprint keeps the task comfortably inside the budget for a core slice.",Optional: tighten the question wording and clean up noisy table-derived evidence snippets.
tasks_core/k-4-d-3/task_10.json,6,12,18,within_budget_comfortably,high,clean,core,core_keep,temporal_instability,has_explicit_answer_placeholders,"The task is internally consistent, comfortably within budget, and the reasoning chain follows the question cleanly from the three January violation counts to the operating agency, department, and final target. Its main weakness is that the last hop asks for the current department head, which introduces avoidable time sensitivity even though the rest of the task is a strong core-style multi-hop.",Anchor the final hop to a dated snapshot or stop at the department name.
tasks_core/k-4-d-3/task_11.json,10,20,30,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency,has_explicit_answer_placeholders,"The first three hops form a coherent budget-based narrowing over ten datasets and stay within budget, but the task breaks at the final hop. After deriving the Chicago Police Department, the evidence does not identify the first head of that department overall; it identifies O. W. Wilson as the first superintendent in the position's current iteration. That is a direct mismatch between the question and the supporting evidence, so the task is not reliably derivable as written.","Rewrite the final question to ask for the first superintendent in the role's current iteration, or replace the last node with evidence about the department's actual first head."
tasks_core/k-4-d-3/task_12.json,10,20,30,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"This task is internally coherent, and the reasoning chain follows naturally from the question: intersect annual top performers for circulation, visitors, and computer logins, then map the surviving branch to its neighborhood. With 10 datasets it lands at an estimated 20 minimum and 30 nice-to-have tool calls, which is still within the comfortable budget threshold. The only notable weakness is mild branch-name normalization noise across nodes, but it does not create a contradiction or meaningfully damage derivability.",Normalize branch-name spelling and casing across yearly nodes to reduce avoidable string-matching brittleness.
tasks_core/k-4-d-3/task_13.json,10,20,30,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency|unsupported_step,has_explicit_answer_placeholders,"The artifact is not faithful to its own question. The crime portion is framed as a rate comparison, but the chain uses incident totals, then introduces an unsupported top-two candidate set before the street-cleaning comparison. The last hop also omits one of the stated school filters. Even though the budget is still manageable, these are central derivation errors rather than minor wording issues.","Rewrite the crime clause to use incident counts and explicitly define the candidate cutoff, or add a true rate-based step and preserve the famous-person filter in the final hop."
tasks_core/k-4-d-3/task_14.json,6,12,18,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"The task is internally coherent and the answer target is clear. The yearly ward counts cleanly support Ward 5, and the follow-on path from the ward to a qualifying charter school and then to the namesake's birthplace county is short and interpretable. The rough edges are presentation issues rather than structural breaks: hop 1 uses an average framing instead of a total-over-years framing, and hop 2 could make the namesake criterion explicit.",Use summed 2022-2024 counts in hop 1 and explicitly note that Sojourner Truth PCS is the famous-person-named school.
tasks_core/k-4-d-3/task_2.json,7,14,21,within_budget_comfortably,medium,strained,core,keep_noncore,unsupported_step|awkward_wording,has_explicit_answer_placeholders,"The artifact stays within budget and the later hops are coherent, but the main school-selection step is not cleanly motivated by the question. Because the wording never clearly says to keep only schools that appear in the top 7 in every year, the provided intersection feels injected rather than naturally derived, and the neighborhood-to-material phrasing is rough enough to matter. That makes the task salvageable, but weaker than a core-slice task as written.","State explicitly that the school must be top-7 in each listed year, and rewrite the structure step to ask for a Stanford White design built with the material the neighborhood is named after."
tasks_core/k-4-d-3/task_3.json,7,14,21,within_budget_comfortably,low,broken,core,revise_or_drop,unsupported_step,has_explicit_answer_placeholders,"The task stays comfortably within budget and most filters track the question closely, but node 3 is not faithfully derived from the prompt. The question asks about adults in mental health programs broadly, while the reasoning chain narrows to one specific rate-code group, and that injected constraint contributes to selecting Onondaga. That makes the derivation broken enough to block core retention as written.",Either rewrite the question to name the OMH Licensed Clinic Treatment measure explicitly or replace node 3 with a filter that matches the broader wording.
tasks_core/k-4-d-3/task_4.json,8,16,24,within_budget_comfortably,low,broken,unclear,revise_or_drop,unsupported_step,has_explicit_answer_placeholders,"The task is inexpensive and mostly readable, but the decisive filtering path is not reliable as written. Node 2 answers an all-counties subquestion with an arbitrarily truncated top-10 list, creating a central unsupported narrowing that could change the survivor set. That makes the derivation broken enough that the task should be revised before benchmark use.",Remove the Node 2 top-10 truncation and make the county winner explicit before mapping it to its county seat.
tasks_core/k-4-d-3/task_5.json,8,16,24,within_budget_comfortably,low,broken,unclear,revise_or_drop,unsupported_step|answer_path_leakage,has_explicit_answer_placeholders,"Budget is comfortable at eight datasets, and the prompt itself is readable, but the central derivation is broken. The first hop relies on curated slices that intentionally retain downstream survivors, which leaks the answer path and makes the intersection non-faithful to the question. The personal-income threshold also lacks a stated unit bridge, so the task should be revised before benchmark use.","Derive hop 1 from full qualifying county sets with no survivor-preserving truncation, and state the income-unit conversion explicitly."
tasks_core/k-4-d-3/task_6.json,8,16,24,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"The task is internally coherent, the main narrowing steps follow naturally from the question, and the eight-dataset footprint stays comfortably within the expected tool budget. The only notable rough edge is that the employee-count nodes explicitly bake in the hop-1 survivors, which slightly reduces decomposition purity, but the overall task remains clear, derivable, and strong enough for the core slice.",Replace the hard-coded agency list in nodes 4-6 with a direct placeholder reference to hop 1 output.
tasks_core/k-4-d-3/task_7.json,6,12,18,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"The task stays comfortably within budget at six datasets, and the decomposition follows naturally from the final question: compare the three agencies, identify the headquarters city of the winner, find the historically Black university tied to that city, and then retrieve its founder. The hops are internally consistent and the final founder lookup remains well attached to the prompt rather than decorative.",Optional: rephrase the university clause to make the city-to-university link a bit more explicit.
tasks_core/k-4-d-3/task_8.json,10,20,30,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency,has_explicit_answer_placeholders,"The first two hops are reasonably derived from the question and the 10 listed datasets keep the task at roughly 20 minimum and 30 nice tool calls. But the central scoring hop is internally contradictory: after filtering on prison releases, the task computes the final average from texas-department-of-criminal-justice-receives datasets and even describes them as intake counts, so the chosen county is not actually justified by the asked metric. That breaks derivability and makes the task unreliable as written.",Replace nodes 7-9 with release-count lookups from the releases datasets and recompute the 2019-2021 average before resolving the county seat.
tasks_core/k-4-d-3/task_9.json,9,18,27,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency|unsupported_step|answer_path_leakage,has_explicit_answer_placeholders,"The task is affordable at nine datasets, but the artifact is not internally coherent. The parking-fine nodes expose only top-10 answers while the reasoning chain claims a top-20 intersection, and the selected federal agencies are injected rather than supported by the displayed outputs. Because that broken narrowing is then reused as hardcoded input in later nodes, the derivation from the question is unreliable.",Align nodes 1-3 and hop 1 on the same top-k output and derive the later target agencies from that result instead of preselecting them in nodes 4-6.
tasks_core/k-4-d-4/task_1.json,6,12,18,within_budget_comfortably,medium,clean,core,keep_noncore,question_ambiguity|weak_final_hop,has_explicit_answer_placeholders,"The task is internally coherent and stays comfortably within budget at six datasets, with a clear yearly ranking and location filter. The main weakness is the final target: ""school day"" is not a standard or well-motivated attribute, so the last hop feels lightly attached even though it is explicitly requested. That makes the task usable, but not strong enough for the core slice without cleanup.","Rewrite the question to use clearer wording and replace or better define the final ""school day"" attribute."
tasks_core/k-4-d-4/task_10.json,9,18,27,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"The task is internally consistent, the narrowing steps follow directly from the final question, and the nine-dataset budget stays comfortably within a 30-call envelope. The county-seat lookup is a natural terminal fact lookup rather than a decorative detour, so this is a strong core-slice candidate despite minor formatting noise.",Replace the bracketed placeholder with a plain 'Answer with the county seat name only.' instruction.
tasks_core/k-4-d-4/task_11.json,9,18,27,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"The task is coherent, affordable, and faithfully derivable from the question: identify the top-five counties by average capital outlay, exclude the original 23, compare release averages across 2019-2020, then compute the final disability-recipient average. The only mild roughness is that the hop-2 ranking is stated rather than shown explicitly, but it does not materially weaken the task.",Surface the computed 2018-2021 average capital-outlay ranking in hop 2 for easier auditability.
tasks_core/k-4-d-4/task_12.json,9,18,27,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"This is a coherent multi-hop task with a faithful, affordable path from the question to the answer target. The yearly top-five intersection, reimbursement decrease comparison, and enrollment tie-break all line up cleanly with the reasoning chain, and the final county-seat lookup is straightforward. The main roughness is wording precision rather than task logic.",Change the opening to 'which Texas counties' and name the CACFP day care homes reimbursement program explicitly.
tasks_core/k-4-d-4/task_13.json,8,16,24,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"The task is internally consistent and the reasoning chain is a faithful expansion of the question: intersect four institution filters, rank the lender's top Connecticut borrower cities, determine which of the two is farther east, and compare that city's obesity prevalence across two releases. Even with eight sources, the estimated budget remains comfortable, and the final comparison still depends on the earlier city-selection step. The main weakness is readability density in the opening setup, not a structural problem.",Split the opening four-condition setup into shorter clauses or a numbered list.
tasks_core/k-4-d-4/task_14.json,9,18,27,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,"The task is internally coherent, the filtering path follows naturally from the question, and the final lookup is a direct payoff rather than a decorative hop. Its nine-dataset footprint still fits comfortably within budget for a core slice. The main rough edge is auditability in the reimbursement hop, where the displayed node answers are truncated even though the hop reasoning depends on the full county mapping.",Expose the hop-1 drop winners directly instead of truncating nodes 1-4 to top-10 previews.
tasks_core/k-4-d-4/task_15.json,8,16,24,within_budget_comfortably,low,broken,unclear,revise_or_drop,unsupported_step,has_explicit_answer_placeholders,"The question is understandable and affordable, but the decisive narrowing step is not auditably supported by the provided node outputs. Because the yearly district lists are visibly partial, the claimed survivor counties are injected rather than derived from the artifact, which makes the task broken for benchmark use even though the final lookup itself is straightforward.",Replace hop 1 with an explicit complete county-level intersection or rewrite the question to match the exact district-level criterion being applied.
tasks_core/k-4-d-4/task_16.json,8,16,24,within_budget_comfortably,medium,strained,core,keep_noncore,answer_path_leakage,has_explicit_answer_placeholders,"The main filter-and-compare path is affordable and mostly coherent, but the artifact leaks a downstream entity too early: it resolves county seats before selecting the winning county and then anchors the final hop specifically to Buffalo. That makes the decomposition feel brittle rather than fully faithful to the question, so the task is usable but not strong enough for a core slice as written.","Move the violent-crime comparison ahead of any county-seat lookup, then fetch only the winning county's seat for the final land-company hop."
tasks_core/k-4-d-4/task_17.json,8,16,24,within_budget_comfortably,medium,clean,core,keep_noncore,internal_inconsistency,has_explicit_answer_placeholders,"The main reasoning path is faithful to the question and affordable enough for benchmark use, so the task is still usable. However, the hop-3 node wording creates a real internal inconsistency between the subquestions and the listed answers, which keeps the artifact below core quality without revision.","Rewrite nodes 6 and 7 to ask simply which cities border Pharr and Mission, and remove the `[Answer]` placeholder sentence."
tasks_core/k-4-d-4/task_18.json,8,16,24,within_budget_comfortably,low,broken,unclear,revise_or_drop,unsupported_step,has_explicit_answer_placeholders,"This task is affordable, and most of the downstream path is coherent, but the central entity-selection step is not faithful to the question as written. Node 5 answers a different question about the first civilian superintendent rather than the first head of the department, so the reasoning injects a crucial narrowing instead of deriving it. Because that unsupported step anchors the rest of the chain, the task is broken as a benchmark artifact and should be revised before inclusion.","Change the prompt to ask for the first civilian superintendent, or replace node 5 with evidence for the actual first head."
tasks_core/k-4-d-4/task_19.json,9,18,27,within_budget_comfortably,high,clean,core,core_keep,format_noise,has_explicit_answer_placeholders,"The task is coherent, affordable, and naturally decomposes from the final question: intersect the four yearly county sets, apply the census and metro filters, exclude West Texas, recover the county seat, and identify the UT System university there. The only notable weakness is surface noise in the placeholder references and wording, which does not materially break the reasoning path.",Change nodes 7-8 to reference <hop 2 answer> and tighten the question wording.
tasks_core/k-4-d-4/task_2.json,10,20,30,within_budget_comfortably,high,clean,core,core_keep,format_noise,has_explicit_answer_placeholders,"This task is internally coherent, the main narrowing steps are faithful to the question, and the cost profile stays reasonable at 10 datasets. The yearly contractor intersection, founded-after-1914 filter, zero-project check, and city-based final lookup form a clear core-style path, with only minor surface noise from the response placeholder.",Remove the `[Answer]` placeholder and keep the instruction as 'Return the year only.'
tasks_core/k-4-d-4/task_20.json,10,20,30,within_budget_comfortably,medium,clean,core,keep_noncore,internal_inconsistency,has_explicit_answer_placeholders,"The task is mostly well-structured: the four-year intersection, math filter, most-populous exclusion, population comparison, and county-seat follow-up all derive from the final question and fit within budget. The main issue is artifact reliability, because node 6 does not answer its own subquestion, which makes the task feel insufficiently clean for a core slice even though the overall chain remains recoverable.","Align node 6 so its answer matches its subquestion, then tighten the question wording."
tasks_core/k-4-d-4/task_21.json,7,14,21,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency,has_explicit_answer_placeholders,"The question suggests a clean multi-hop benchmark and its seven datasets fit comfortably within budget, but the artifact applies inconsistent dataset vintages on two central branches. School-district-office rankings come from a 2022-23 table while the final office count comes from a current table, and the postsecondary tie-break uses 2022-23 while the final total uses current data. Because the question never defines this mixed-source behavior, the answer path is not reliably specified enough for core use.","Use one explicitly named vintage per category for both ranking/selection and final counts, then recompute the answer."
tasks_core/k-4-d-4/task_22.json,7,14,21,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency,has_explicit_answer_placeholders,"The task is affordable and mostly mechanical, but the key narrowing step contradicts the question: the reasoning chain uses a union where the prompt requires intersection across all three ranked lists. Because that central hop is not faithfully derived, derivability is broken and the task should not be kept as core without revision.",Use the true three-way intersection in hop 2/5 and keep the office and postsecondary lookups on consistent dataset vintages.
tasks_core/k-4-d-4/task_23.json,7,14,21,within_budget_comfortably,medium,strained,core,keep_noncore,weak_final_hop,has_explicit_answer_placeholders,"The task is usable and affordable, but it is not especially clean. The overall path is derivable from the question, yet the postsecondary comparison is effectively decorative once the earlier intersection has only one survivor, and the mixed snapshot choices make the later counting steps feel less principled. That makes it better suited for noncore retention than for a core slice.","Keep the full intersection set explicit until the postsecondary comparison matters, or remove that hop and align each count with the same dataset snapshot used for selection."
tasks_core/k-4-d-4/task_3.json,9,18,27,within_budget_comfortably,low,broken,unclear,revise_or_drop,unsupported_step,has_explicit_answer_placeholders,"The task stays within budget and most of the narrowing path is faithful to the question, but the decisive founder hop is not cleanly derivable from the cited evidence. Because the artifact presents two founders and then advances only one into the final lookup, the last answer depends on an injected choice rather than a uniquely supported chain.",Disambiguate the founder step explicitly or replace it with a source that identifies a single intended founder.
tasks_core/k-4-d-4/task_4.json,8,16,24,within_budget_comfortably,low,broken,unclear,revise_or_drop,unsupported_step,has_explicit_answer_placeholders,"The opening intersection across 2015 through 2018 is coherent and fits comfortably within budget, but the task breaks at the central narrowing step. After producing three recurring parcel IDs, the artifact never shows how those IDs map to named properties, and node 5 introduces a preselected set of candidates to eliminate instead of deriving them from the prior hop. Because that unsupported transition is essential to reaching Rhode Island Hospital, the task is not reliably derivable as written.","Add an explicit node that maps the surviving parcel IDs to owner or property names from the tax-roll data, then apply the incorporated-place and Ivy-League exclusions to that derived set."
tasks_core/k-4-d-4/task_5.json,8,16,24,within_budget_comfortably,low,broken,unclear,revise_or_drop,unsupported_step,has_explicit_answer_placeholders,"The task is affordable and its intended structure is reasonable, but the artifact does not justify its main narrowing step. The claimed four-school intersection is not supported by the displayed node outputs, so the key candidate set feels injected rather than derived. Because that unsupported step sits at the center of the task, and one condition also relies on an unstated year choice, this version should be revised before inclusion.","Show the full supporting outputs for the intersection and state the year for the My Voice, My School filter explicitly."
