task_id,log_error_bucket,estimated_wasted_turns,turn_waste_global_group,turn_waste_global_subtype,turn_waste_summary,turn_repeated_behavior,turn_progress_stop_point,wasted_turn_ranges,productive_turn_ranges,turn_budget_failure_reason,turn_waste_evidence,turn_waste_global_group_reason,turn_waste_global_subtype_reason,turn_waste_local_group,turn_waste_local_group_reason
tasks_mini/k-7-d-4/task_5.json,error_tokens_reached,11,source drift or reset,source-family drift or rediscovery reset,"It tried to answer via Ali Partovi and Code.org, then wandered into Pittsburgh and Duolingo before returning to school datasets.",Wrong-entity searches and repeated source rediscovery replaced direct county aggregation.,"By the time it returned to school-location data, the tool budget was already nearly gone.",26-36,1-25,The run spent its tail on unrelated entity pages and repeated dataset setup instead of finishing the county counts.,Turns 26-31 search Pittsburgh and Duolingo prefixes; Turns 33-36 restart school-dataset inspection instead of synthesizing counts,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",Wrong-entity searches and source rediscovery displaced the direct county aggregation path.,Off-path detours and rediscovery resets,Wrong-entity pages and a late return to school-source setup replaced the direct county-count path.
tasks_mini/k-7-d-4/task_9.json,error_tokens_reached,7,source drift or reset,source-family drift or rediscovery reset,It moved from jail census and transit ridership into parking-violation datasets and tried to resolve the final clue by source lookup.,"After a workable path, it kept re-searching school-location sources instead of closing the answer.",The last school-location search was still in flight when the tool budget ran out.,33-39,1-32,The tail spent several turns on fresh discovery after the main clue path was already established.,Turn 33 searches school-district-office-locations-2016-17; Turn 38 searches public-school-locations-2017-18; Turn 39 list_files is cancelled at the tool limit,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.","After a workable path, it switched back to school-location searches instead of closing the answer.",Off-path detours and rediscovery resets,"After the main clue path was workable, several fresh discovery turns displaced final synthesis."
tasks_mini/k-3-d-3/task_2.json,error_tokens_reached,5,source drift or reset,source-family drift or rediscovery reset,"Tried to identify the school/location record for a specific NYC school, then bounced through school-location and school-directory families to find the right postcode/DBN source.",Repeated search_value/search_prefix variants for the same school and directory terms after weak or empty hits.,Turn 32 hit the tool limit on a peek_file after the directory pivot; the run then crashed on max tokens without an answer.,28-32,23-27,It kept rephrasing the same school lookup instead of locking onto one dataset family and extracting the needed fields.,"Turn 27 searches ""It Takes a Village Academy"" postcode and gets off-target results; Turn 28 searches 18K563 and gets no match; Turn 29-32 keep drilling into high-school directory files before the tool limit","After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",The run bounced between school-location and school-directory families to find the right record source.,Same-source rediscovery and file/schema poking,It kept rotating among the same school-location and directory families instead of extracting fields from one.
tasks_mini/k-4-d-4/task_1.json,error_tokens_reached,5,source drift or reset,source-family drift or rediscovery reset,"Extracted the four yearly school-progress-report tables, then drifted into unrelated location and schema searches instead of finishing the Bedford-school lookup.",Kept switching from progress reports to school-location and school-day search variants after the core tables were already loaded.,Turn 14 hit max tokens after the school-day/schema detour; no answer was submitted.,10-14,4-9,"The main dataset work was done, but the agent spent the tail on unrelated discovery and ran out before the final join/submission step.",Turns 7-9 successfully inspect the 2006-2007 through 2009-2010 progress reports; Turns 11-13 pivot into school-location and School Day searches; Turn 14 crashes after the stray schema lookup,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.","After loading the progress reports, it drifted into unrelated location and schema searches.",Off-path detours and rediscovery resets,"After loading the key progress-report tables, it drifted into unrelated location and schema searches."
tasks_mini/k-7-d-4/task_2.json,error_tools_limit,3,source drift or reset,source-family drift or rediscovery reset,"It worked through current school-location datasets and district-office sources, then kept probing current public-school sources.","After identifying the office dataset, it kept re-running discover-data and current-school searches instead of consolidating.","It had the relevant school-location datasets, but the last search and skill retry hit the timeout.",21-23,1-20,The agent burned the end of the budget on broad re-discovery rather than the final count synthesis.,Turn 21 searches public-school-locations-current; Turn 22 reruns discover-data and then the timeout is triggered,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.","After the office dataset was found, it kept re-running discovery searches instead of consolidating.",Off-path detours and rediscovery resets,"After finding the right dataset family, it reset into broad discover-data and current-school searches."
tasks_mini/k-7-d-4/task_7.json,error_tokens_reached,3,source drift or reset,source-family drift or rediscovery reset,"It found the current school-location datasets, then looped back through discovery mode and current-public-school search.",It re-ran the discovery guidance instead of extracting the final county counts.,"After the school-district-office dataset was loaded, the run kept re-searching public-school sources until timeout.",21-23,1-20,The tail was spent on another discovery pass rather than the final aggregation.,Turn 21 search_prefix on public-school-locations-current; Turn 22 discover-data is cancelled by timeout; Turn 23 crashes with max tokens,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",It re-ran the discovery guidance instead of extracting the final county counts.,Off-path detours and rediscovery resets,It re-entered discovery mode after loading the needed dataset instead of extracting the final count.
tasks_mini/k-7-d-4/task_8.json,error_tokens_reached,3,source drift or reset,source-family drift or rediscovery reset,"It worked through the school-location family, but kept re-entering discovery mode instead of consolidating the answer.","The endgame repeated search, peek, and planning cycles on the same school-location sources.",The run was still in source-finding mode when the tool cap hit.,38-40,1-37,A last search loop pushed it over the tool limit before the final answer was assembled.,Turn 38 searches public-school-locations-2017-18; Turn 39 list_files is cancelled at the tool limit,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",It kept re-entering discovery mode on the same school-location sources instead of finishing.,Off-path detours and rediscovery resets,"The endgame looped through search, peek, and planning on the same source family instead of consolidating."
tasks_mini/k-6-d-3/task_4.json,error_tokens_reached,1,source drift or reset,source-family drift or rediscovery reset,"Searched DC building-permit, crime, sweeping, and charter-school datasets, then got stuck searching for the fall-enrollment source.",Repeated dataset searches for the final enrollment step after the earlier ward filters were in place.,Turn 37 hit the 30-tool limit while still searching for fall enrollment.,37,1-36,It spent the tail on late-stage search iterations after the relevant county/campus path should have been narrowed.,Turn 37 search_prefix(fall-enrollment) triggers the tool limit warning; No submit_answer follows the warning,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.","The run stayed in dataset-search mode, hunting for fall-enrollment instead of finishing the ward path.",Same-source rediscovery and file/schema poking,"The earlier ward filters were set, but the tail kept searching for the same enrollment source."
tasks_mini/k-6-d-3/task_6.json,error_tokens_reached,1,source drift or reset,source-family drift or rediscovery reset,"Searched DC permit, crime, and school datasets, then spent the tail hunting for the fall-enrollment source.",Repeated late-stage dataset searches for the enrollment lookup after the earlier filters were set.,Turn 37 hit the tool limit while still searching for fall enrollment.,37,1-36,The run kept searching for the final dataset instead of stopping with the best available answer.,Turn 37 search_prefix(fall-enrollment) triggers the 30-tool limit warning; No submit_answer follows the warning,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",It kept searching for fall enrollment after the earlier filters had already been established.,Same-source rediscovery and file/schema poking,The late turns kept repeating dataset searches for the enrollment source instead of closing.
tasks_mini/k-7-d-4/task_1.json,error_tools_limit,4,source inspection or schema thrash,nces school-location spiral,"It identified Khan Lab School and then worked through California public, private, district, and postsecondary location sources.","Repeated grep_file calls on the same public-school XML, then a last postsecondary query hit the cap.","Once the California dataset set was identified, it kept rechecking the same file structure instead of finishing the aggregation.",23-26,1-22,The tail spent turns on repeated file-pattern checks and then exhausted the tool budget before the final count.,Turns 23-25 repeat grep_file on the same public-school file; Turn 26 query_file on postsecondary-school-locations-2022-23 is cancelled at the tool limit,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",It kept rechecking the same NCES public-school XML and related location files after the school was known.,Same-source rediscovery and file/schema poking,"Once the California file set was identified, the tail kept rechecking the same XML and file structure."
tasks_mini/k-2-d-3/task_3.json,error_tokens_reached,3,source inspection or schema thrash,problematic-data recovery thrash,"Explored Texas county expenditures and unemployment benefits across multiple years, then spent the tail trying to clean malformed county values and re-check dataset metadata.",Kept revisiting county-year aggregation and schema/metadata checks after the main counting path was already clear.,Turn 31 had the needed unemployment dataset work; turns 32-33 were another peek plus the crash.,26-27; 32,1-25; 28-31,"After the useful aggregation work, it burned turns on placeholder metadata files and then hit the tool limit before submitting.",Turn 25 raises a CSV parse error on the 2018 release; Turn 26-27 peek 81-byte metadata pages; Turn 32 is a cancelled peek_file at the tool limit,"The run got trapped in file inspection, schema probing, parse recovery, or other source-shape workarounds.",The tail was spent on malformed county values and metadata retries after the main counting path.,Problematic-data recovery loops,A CSV and metadata failure pulled the run into retrying placeholder metadata and peek steps after the useful aggregation.
tasks_mini/k-2-d-4/task_2.json,error_tokens_reached,3,source inspection or schema thrash,problematic-data recovery thrash,"Chased Texas city diabetes thresholds across 2016-2019 releases, then got stuck on a malformed 2018 CSV and repeated searches for the same dataset family.",Kept retrying adjacent diabetes releases and schema checks after the 2018 query failed.,Turn 24 had the cross-year diabetes plan in place; turns 25-27 were recovery attempts after the malformed 2018 CSV.,25-27,1-24,It spent the tail trying to repair around a bad CSV instead of switching approach or stopping with the best available result.,Turn 25 query_file hits a CSV error on the 2018 release; Turn 27 times out while searching the same Texas diabetes dataset,"The run got trapped in file inspection, schema probing, parse recovery, or other source-shape workarounds.",A malformed 2018 CSV triggered repeated recovery checks and adjacent-release retries.,Problematic-data recovery loops,The malformed 2018 diabetes CSV pulled the run into repair retries on the same dataset family.
tasks_mini/k-7-d-3/task_9.json,error_tokens_reached,3,source inspection or schema thrash,problematic-data recovery thrash,"It traced the jail census and RGRTA ridership datasets, then used parking-violation data to resolve the final clue.","One bad date query, one oversized table peek, then the final parking aggregate timed out.","After the year counts were known, it was still aggregating parking violations when the timeout hit.",9; 14; 18,7-8; 11-13; 15-17,A type-mismatch query error and a wasted full-table peek burned turns before the final parking aggregate timed out.,Turn 9 uses substr on a DATE and errors; Turn 14 does SELECT * FROM t on a huge GeoJSON file; Turn 18's parking GROUP BY is cancelled at timeout,"The run got trapped in file inspection, schema probing, parse recovery, or other source-shape workarounds.",A bad date query and an oversized table peek sent the parking aggregation into recovery mode.,Problematic-data recovery loops,The kept version includes a bad date query and an oversized-table peek before the final parking aggregation timed out.
tasks_mini/k-2-d-3/task_9.json,error_tools_limit,2,source inspection or schema thrash,problematic-data recovery thrash,"Built a ward and county candidate set from APD search, dispatch, and permit/crime datasets, then tried one last KML/XML parsing pass before the tool limit hit.","Repeatedly inspected the same permit and crime sources, then retried the same parsing path after a stagnation warning.",Turn 25 had the downloaded files and execute plan; turn 26 was the final parse attempt before the limit hit.,15; 26,1-14; 16-25,The run kept pushing the same parsing path after a stagnation nudge and then spent the final call on an execute_code attempt that was cancelled by the tool cap.,Turn 15 repeats peek_file after the stagnation nudge; Turn 26 execute_code is cancelled at the 30/30 tool limit,"The run got trapped in file inspection, schema probing, parse recovery, or other source-shape workarounds.",The same permit/crime sources were revisited while retrying the parsing path after a stagnation warning.,Problematic-data recovery loops,"After the parsing path stalled, it repeated the same parse and peek recovery pattern and lost the final execute_code call."
tasks_mini/k-7-d-4/task_6.json,error_tokens_reached,2,source inspection or schema thrash,nces school-location spiral,It identified Virginia Tech in Blacksburg and worked through the needed NCES school-location files.,Late-stage file-structure checks on the 2020-21 district-office data did not turn into the final aggregation.,"The answer path was clear, but the last structure-check query timed out before it could combine counts.",18-19,1-17,The final file-shape query timed out before any answer could be submitted.,Turn 18 query_file on school-district-office-locations-2020-21 is cancelled at timeout; Turn 19 immediately crashes with max tokens,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.","The answer path was in the NCES location files, but it kept doing late structure checks there.",Budget-edge finishers,The answer path was clear and only the last file-shape query timed out before synthesis.
tasks_mini/k-5-d-4/task_10.json,error_tokens_reached,1,source inspection or schema thrash,problematic-data recovery thrash,"Searched Texas county capital-outlay data, then got stuck probing an oversized parking-violations file after a query failure.",Kept inspecting the same large file after query_file rejected it.,Turn 9 hit the 100 MB JSON limit; turn 11 was still reading the same data.txt.,11,1-10,The tail went into ad hoc inspection of the oversized file instead of pivoting to a scalable extraction path.,Turn 9 query_file fails on the 115 MB JSON file; Turn 11 reads files/data.txt from the top,"The run got trapped in file inspection, schema probing, parse recovery, or other source-shape workarounds.",The same oversized parking-violations file was probed again after query_file rejected it.,Problematic-data recovery loops,The oversized parking-violations file caused a failed query and then another low-yield file inspection.
tasks_mini/k-5-d-4/task_4.json,error_tokens_reached,1,source inspection or schema thrash,problematic-data recovery thrash,"Looked for DC ward permit and crime data, then ran into a huge JSON file while inspecting the 2019 parking-violations dataset.",Kept trying alternate views of the same oversized dataset after the query error.,Turn 9 failed on the 115 MB JSON file; turn 11 was still reading the same file.,11,1-10,The run lost its tail to repeated inspection of the oversized file instead of switching to a scalable read path.,Turn 9 query_file exceeds the 100 MB limit; Turn 11 reads files/data.txt from line 0,"The run got trapped in file inspection, schema probing, parse recovery, or other source-shape workarounds.",The 115 MB parking-violations JSON forced repeated alternate reads of the same huge file.,Problematic-data recovery loops,The oversized JSON error led to another pass over the same parking-violations data.
tasks_mini/k-5-d-4/task_9.json,error_tokens_reached,1,source inspection or schema thrash,problematic-data recovery thrash,Explored Texas 500 Cities diabetes data and then searched for population and border datasets.,Repeated Texas diabetes queries across years after the 2018 parsing issue and never closed the intersection.,Turn 29 hit the timeout warning while still querying the 2018 release.,29,1-28,The run ran out of budget during repeated diabetes-set extraction instead of moving on to the next filter.,Turn 29 repeats the 2018 diabetes query with all_varchar and TRY_CAST; Timeout warning says to submit_answer NOW,"The run got trapped in file inspection, schema probing, parse recovery, or other source-shape workarounds.",The 2018 500 Cities parse issue led to repeated diabetes queries across the same release family.,Problematic-data recovery loops,A parsing issue in the 2018 diabetes release pulled the run into repeated recovery queries on the same source.
tasks_mini/k-6-d-3/task_3.json,error_tokens_reached,1,source inspection or schema thrash,problematic-data recovery thrash,"Searched Texas City Health diabetes data, then fought CSV typing issues in the 2018 release.",Kept re-querying the same 500 Cities releases after hitting the 2018 parse problem.,Turn 28 hit a timeout warning while still querying the 2018 release.,28,1-27,The run spent its tail on the malformed 2018 CSV instead of finishing the intersection.,Turn 28 uses read_csv_auto with all_varchar on the 2018 release; Timeout warning says submit_answer NOW,"The run got trapped in file inspection, schema probing, parse recovery, or other source-shape workarounds.",It kept revisiting the 2018 release after the CSV typing problem surfaced.,Problematic-data recovery loops,CSV typing trouble in the 2018 diabetes file caused repeated retries on the same release family.
tasks_mini/k-6-d-4/task_6.json,error_tokens_reached,1,source inspection or schema thrash,nces school-location spiral,"Identified Khan Lab School, found Mountain View county/state FIPS, and kept drilling into NCES location files.",Repeated school-location schema checks and grep/query probes on the same NCES datasets.,It had confirmed the relevant NCES schemas and was still probing the public-school GeoJSON when the 30-call cap hit.,38,6-37,The final peek was cut off by the tool limit before the postsecondary count could be finished.,Turn 36 confirms the feature-array size; turn 37 narrows Mountain View Whisman; turn 38 is the canceled peek.,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",It kept drilling into the same NCES location files and schema checks after the school was identified.,Same-source rediscovery and file/schema poking,It kept probing the same NCES location schemas and file shapes instead of finishing the count.
tasks_mini/k-6-d-4/task_7.json,error_tokens_reached,1,source inspection or schema thrash,nces school-location spiral,"Worked through ETS/Princeton, inferred the state FIPS, and counted school-location files to reach the postsecondary step.",Repeated large-file inspections across the same public/private/district/postsecondary NCES datasets.,It had the county/state and school-location files loaded and was counting postsecondary records when the timeout hit.,25,17-24,The postsecondary count query timed out before it could submit.,Turns 19-24 are the school-location and postsecondary count probes; turn 25 is the canceled final count query.,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",The run stayed inside the NCES public/private/district/postsecondary location files and re-inspected them.,Same-source rediscovery and file/schema poking,The tail kept re-inspecting the same location datasets while the final postsecondary count remained undone.
tasks_mini/k-6-d-4/task_8.json,error_tokens_reached,1,source inspection or schema thrash,nces school-location spiral,"Worked through ETS/Princeton, then used 2021-22 public/private/district location files to compute the intersecting county counts.",Rechecked the same NCES public-school and district files through multiple peeks and schema probes.,It had the 2021-22 public-school dataset in hand and was still checking the raw file/schema when the cap hit.,37,21-36,The final schema peek was cut off by the tool limit.,"Turn 24 peeks the 2021-22 data file, turn 26 resolves the XML schema, turn 37 is the canceled header peek.","The run got trapped in file inspection, schema probing, or repeated source-field proof work.",It rechecked the same NCES public-school and district files through multiple peeks and schema probes.,Same-source rediscovery and file/schema poking,It revisited the same public-school and district files through repeated peeks and schema probes.
tasks_mini/k-7-d-4/task_10.json,error_tokens_reached,1,source inspection or schema thrash,nces school-location spiral,It used Jon Whitmore's ACT and Iowa City clue to work through Iowa county counts across the school-location datasets.,"After the main county was clear, it kept drilling on the same Iowa datasets and finished with one last ACT search that hit the tool cap.","The run had the county/state path in hand, but the final ACT-city lookup was cancelled before it could synthesize the answer.",38,1-37,A final lookup was cut off by the tool limit; there was no room left to consolidate the counts.,Turn 38 search_value on ACT Inc and Iowa City is cancelled at the tool limit; Turn 39 submits the best-guess answer after the cutoff,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.","The county path was clear, but it still drilled on the Iowa school-location datasets and ACT clue.",Budget-edge finishers,The county and state path was already in hand and only the final ACT-city lookup was clipped.
