benchmark,pair_label,model_variant,runner_model,task_id,comparison_mode,ideal_mode,comparison_log,ideal_log,comparison_start_line,ideal_start_line,comparison_event_count,ideal_event_count,execution_similarity,execution_error_type,comparison_execution_summary,ideal_execution_summary,aligned_operations,divergent_operations,similarity_reason,evidence,auditor_model,audit_status
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-1/task_3.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-1/task_3.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-1/task_3.log,0,41,27,40,not_comparable,comparison_plan_missing,,,,,No explicit plan_ideal() call was found in the iid log.,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-1/task_3.log,mechanical,complete
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-1/task_4.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-1/task_4.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-1/task_4.log,13,13,32,22,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-2/task_1.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-2/task_1.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-2/task_1.log,13,13,19,21,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-2/task_10.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-2/task_10.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-2/task_10.log,13,277,22,14,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-2/task_11.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-2/task_11.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-2/task_11.log,13,13,20,21,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-2/task_2.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-2/task_2.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-2/task_2.log,0,0,11,10,not_comparable,comparison_plan_missing,,,,,No explicit plan_ideal() call was found in the iid log.,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-2/task_2.log,mechanical,complete
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-2/task_3.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-2/task_3.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-2/task_3.log,33,41,21,25,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-2/task_4.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-2/task_4.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-2/task_4.log,13,13,17,20,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-2/task_5.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-2/task_5.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-2/task_5.log,131,41,5,15,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-2/task_6.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-2/task_6.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-2/task_6.log,13,13,32,21,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-2/task_7.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-2/task_7.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-2/task_7.log,13,27,14,14,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-2/task_8.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-2/task_8.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-2/task_8.log,13,104,5,7,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-2/task_9.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-2/task_9.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-2/task_9.log,13,13,20,11,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_1.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_1.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_1.log,0,13,17,14,not_comparable,comparison_plan_missing,,,,,No explicit plan_ideal() call was found in the iid log.,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_1.log,mechanical,complete
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_10.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_10.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_10.log,13,13,39,20,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_11.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_11.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_11.log,13,31,35,21,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_12.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_12.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_12.log,33,13,27,33,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_13.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_13.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_13.log,27,27,44,23,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_14.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_14.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_14.log,13,113,45,24,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_15.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_15.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_15.log,0,27,21,17,not_comparable,comparison_plan_missing,,,,,No explicit plan_ideal() call was found in the iid log.,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_15.log,mechanical,complete
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_2.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_2.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_2.log,27,27,25,30,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_3.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_3.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_3.log,69,27,31,32,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_4.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_4.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_4.log,55,13,15,11,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_5.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_5.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_5.log,27,0,26,19,not_comparable,ideal_plan_missing,,,,,No explicit plan_ideal() call was found in the iii log.,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_5.log,mechanical,complete
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_6.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_6.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_6.log,0,13,19,24,not_comparable,comparison_plan_missing,,,,,No explicit plan_ideal() call was found in the iid log.,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_6.log,mechanical,complete
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_7.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_7.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_7.log,13,13,47,12,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_8.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_8.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_8.log,13,234,60,19,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-3/task_9.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-3/task_9.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-3/task_9.log,27,209,47,18,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-4/task_1.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-4/task_1.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-4/task_1.log,13,13,31,28,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-4/task_2.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-4/task_2.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-4/task_2.log,27,13,57,38,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-4/task_3.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-4/task_3.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-4/task_3.log,13,13,23,23,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-4/task_4.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-4/task_4.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-4/task_4.log,39,27,27,39,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-4/task_5.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-4/task_5.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-4/task_5.log,13,13,19,11,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-4/task_6.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-4/task_6.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-4/task_6.log,13,13,22,42,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-4/task_7.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-4/task_7.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-4/task_7.log,13,47,47,35,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-4/task_8.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-4/task_8.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-4/task_8.log,32,13,28,21,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-5-d-4/task_9.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-5-d-4/task_9.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-5-d-4/task_9.log,13,32,25,16,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-6-d-2/task_1.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-6-d-2/task_1.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-6-d-2/task_1.log,13,29,20,14,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-6-d-2/task_2.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-6-d-2/task_2.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-6-d-2/task_2.log,13,27,37,38,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-6-d-2/task_3.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-6-d-2/task_3.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-6-d-2/task_3.log,13,30,17,14,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-6-d-2/task_4.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-6-d-2/task_4.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-6-d-2/task_4.log,13,13,31,19,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-6-d-2/task_5.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-6-d-2/task_5.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-6-d-2/task_5.log,13,13,40,34,,,,,,,,,,pending
lakeqa,iid_vs_iii,openai_gpt-5-mini,gpt-5-mini,tasks_mini/k-6-d-3/task_1.json,search_i_results_i_plani_k5_skills_off,search_i_results_i_plani_computei_k5_skills_off,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_k5_skills_off/tasks_mini/k-6-d-3/task_1.log,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-6-d-3/task_1.log,13,0,25,17,not_comparable,ideal_plan_missing,,,,,No explicit plan_ideal() call was found in the iii log.,/Users/austinsenna/Documents/projects/daplab/exploratory-qa-eval/logs/modes/openai_gpt-5-mini/search_i_results_i_plani_computei_k5_skills_off/tasks_mini/k-6-d-3/task_1.log,mechanical,complete
