path,impact,node_id,field,copy_value,tasks_mini_value,peek
k-3-d-4/task_7.json,major,2,fact,see diff,see diff,"@@ -1,18 +1,12 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.client import Config
-bucket = 'lakeqa-yc4103-datalake'
-obj = boto3.client('s3', config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)"
k-3-d-4/task_7.json,major,3,depends_on,,[],
k-3-d-4/task_7.json,major,3,fact,see diff,see diff,"@@ -1,18 +1,12 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.client import Config
-bucket = 'lakeqa-yc4103-datalake'
-obj = boto3.client('s3', config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)"
k-3-d-4/task_7.json,major,4,depends_on,,[],
k-3-d-4/task_7.json,major,4,fact,see diff,see diff,"@@ -1,18 +1,12 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.client import Config
-bucket = 'lakeqa-yc4103-datalake'
-obj = boto3.client('s3', config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)"
k-3-d-4/task_7.json,major,5,depends_on,,"[""intersection_of_1_2_3_4""]",
k-3-d-4/task_7.json,major,5,fact,see diff,see diff,"@@ -1,12 +1,6 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.client import Config
-bucket = 'lakeqa-yc4103-datalake'
-obj = boto3.client('s3', config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)"
k-3-d-4/task_7.json,major,6,depends_on,,"[""node_5""]",
k-3-d-4/task_7.json,major,6,subquestion,Which notable museums are in <node_5 answer: Upper West Side>?,What are some notable structures that is a museum in <node_5 answer: Upper West Side>?,
k-3-d-4/task_7.json,major,6,answer,"[""American Folk Art Museum"", ""American Museum of Natural History"", ""Children's Museum of Manhattan"", ""New-York Historical Society"", ""Nicholas Roerich Museum""]","[""American Museum of Natural History"", ""Lincoln Center for the Performing Arts""]",
k-3-d-4/task_7.json,major,6,fact,see diff,see diff,"@@ -1 +1 @@
-Cultural institutions in the Upper West Side include the American Folk Art Museum, the American Museum of Natural History, the Children's Museum of Manhattan, the New-York Historical Society, and the Nicholas Roerich Museum.
+The Upper West Side is considered one of Manhattan's cultural and intellectual hubs, with the American Museum of Natural History located near its center, and Lincoln Center for the Performing Arts at its south end."
k-3-d-4/task_7.json,major,7,depends_on,,"[""node_5""]",
k-3-d-4/task_7.json,major,7,source,wikipedia/American_Folk_Art_Museum/content.txt,wikipedia/Central_Park/content.txt,
k-3-d-4/task_7.json,major,7,subquestion,In what year did the American Folk Art Museum receive its provisional charter?,Which museums are located adjacent to Central Park?,
k-3-d-4/task_7.json,major,7,answer,1961,"[""American Museum of Natural History"", ""Metropolitan Museum of Art""]",
k-3-d-4/task_7.json,major,7,fact,see diff,see diff,"@@ -1 +1 @@
-Since receiving a provisional charter in 1961, the American Folk Art Museum has continually expanded its mission and purview.
+Manhattan Square on the west side was reserved for the American Museum of Natural History, while a corresponding area on the East Side became the Metropolitan Museum of Art. Both museums are major cultural institutions adjacent to Central Park."
k-3-d-4/task_7.json,major,8,depends_on,,"[""intersection_of_6_7""]",
k-3-d-4/task_7.json,major,8,subquestion,In what year was the American Museum of Natural History created?,"In what year was <intersection of node_6, node_7: American Museum of Natural History> established?",
k-3-d-4/task_7.json,major,8,fact,see diff,see diff,"@@ -1 +1 @@
-The legislation creating the American Museum of Natural History was signed by Governor John Thompson Hoffman on April 6, 1869.
+The American Museum of Natural History (AMNH) is a natural history museum on the Upper West Side of Manhattan in New York City. Located in Theodore Roosevelt Park, across the street from Central Park, the museum complex comprises 21 interconnected buildings. The legislation creating the museum was signed by Governor John Thompson Hoffman on April 6, 1869."
k-3-d-4/task_8.json,major,1,answer,"[""P.S. 005 Ellen Lurie"", ""P.S. 008 Luis Belliard"", ""P.S. 028 Wright Brothers"", ""P.S. 048 P.O. Michael J. Buczek"", ""P.S. 128 Audubon"", ""P.S. 152 Dyckman Valley"", ""P.S. 153 Adam Clayton Powell"", ""P.S. 192 Jacob H. Schiff""]","[""P.S. 005 ELLEN LURIE"", ""P.S. 008 LUIS BELLIARD"", ""P.S. 028 WRIGHT BROTHERS"", ""P.S. 048 P.O. MICHAEL J. BUCZEK"", ""P.S. 128 AUDUBON"", ""P.S. 152 DYCKMAN VALLEY"", ""P.S. 153 ADAM CLAYTON POWELL"", ""P.S. 192 JACOB H. SCHIFF""]",
k-3-d-4/task_8.json,major,1,fact,see diff,see diff,"@@ -1,37 +1,7 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.client import Config
-bucket = 'lakeqa-yc4103-datalake'
-obj = boto3.client('s3', config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)"
k-3-d-4/task_8.json,major,2,answer,"[""Hamilton Heights School"", ""Muscota"", ""P.S. 004 Duke Ellington"", ""P.S. 005 Ellen Lurie"", ""P.S. 008 Luis Belliard"", ""P.S. 028 Wright Brothers"", ""P.S. 048 P.O. Michael J. Buczek"", ""P.S. 098 Shorac Kappock"", ""P.S. 115 Alexander Humboldt"", ""P.S. 128 Audubon"", ""P.S. 132 Juan Pablo Duarte"", ""P.S. 152 Dyckman Valley"", ""P.S. 153 Adam Clayton Powell"", ""P.S. 173"", ""...","[""P.S. 153 Adam Clayton Powell"", ""...""]",
k-3-d-4/task_8.json,major,2,fact,see diff,see diff,"@@ -1,46 +1,8 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.client import Config
-bucket = 'lakeqa-yc4103-datalake'
-obj = boto3.client('s3', config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)"
k-3-d-4/task_8.json,major,3,answer,"[""P.S. 008 Luis Belliard"", ""P.S. 028 Wright Brothers"", ""P.S. 153 Adam Clayton Powell"", ""P.S. 189""]","[""P.S. 153 Adam Clayton Powell"", ""...""]",
k-3-d-4/task_8.json,major,3,fact,see diff,see diff,"@@ -1,33 +1,8 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.client import Config
-bucket = 'lakeqa-yc4103-datalake'
-obj = boto3.client('s3', config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)"
k-3-d-4/task_8.json,major,4,answer,"[""Hamilton Heights School"", ""P.S. 048 P.O. Michael J. Buczek"", ""P.S. 153 Adam Clayton Powell"", ""P.S. 189""]","[""P.S. 153 Adam Clayton Powell"", ""...""]",
k-3-d-4/task_8.json,major,4,fact,see diff,see diff,"@@ -1,33 +1,8 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.client import Config
-bucket = 'lakeqa-yc4103-datalake'
-obj = boto3.client('s3', config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)"
k-3-d-4/task_9.json,major,4,answer,"[""Alabama"", ""Arizona"", ""Louisiana"", ""Missouri"", ""Oregon"", ""South Carolina"", ""Tennessee"", ""Virginia"", ""Washington""]","[""Arizona"", ""Alabama"", ""Louisiana"", ""Tennessee"", ""Missouri"", ""Oregon"", ""South Carolina"", ""Virginia"", ""Washington"", ""Puerto Rico""]",
k-3-d-4/task_9.json,major,4,fact,see diff,see diff,"@@ -1,28 +1,8 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.client import Config
-bucket = 'lakeqa-yc4103-datalake'
-obj = boto3.client('s3', config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)"
k-3-d-4/task_9.json,major,5,fact,see diff,see diff,"@@ -1 +1,8 @@
-In FY 2023, Maricopa County, Arizona had 69,974 VA disability compensation recipients, the most of any county in Arizona. Pima County was second with 25,745, and Pinal County was third with 10,403.
+import pandas as pd
+
+source = 'datagov/fy-2023-disability-compensation-recipients-by-county/files/rows.txt'
+df = pd.read_csv(source)
+df['Total: Disability Compensation Recipients'] = pd.to_numeric(df['Total: Disability Compensation Recipients'], errors='coerce')"
k-3-d-5/task_1.json,major,1,answer,"[""MANHATTAN BRIDGES HIGH SCHOOL"", ""BEDFORD ACADEMY HIGH SCHOOL"", ""MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES"", ""HIGH SCHOOL FOR CONTEMPORARY ARTS"", ""BRONX AEROSPACE HIGH SCHOOL"", ""ELEANOR ROOSEVELT HIGH SCHOOL"", ""BRONX ACADEMY OF LETTERS"", ""NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH""]","[""Manhattan Bridges High School"", ""Bedford Academy High School"", ""Marble Hill High School for International Studies"", ""High School for Contemporary Arts"", ""Bronx Aerospace High School"", ""Eleanor Roosevelt High School"", ""Bronx Academy of Letters""]",
k-3-d-5/task_1.json,major,1,fact,see diff,see diff,"@@ -1,17 +1,27 @@
-import io
-import pandas as pd
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
+import csv"
k-3-d-5/task_1.json,major,2,answer,"[""BROOKLYN INTERNATIONAL HIGH SCHOOL"", ""GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS"", ""HIGH SCHOOL FOR CONTEMPORARY ARTS"", ""BEDFORD ACADEMY HIGH SCHOOL"", ""MANHATTAN BRIDGES HIGH SCHOOL"", ""MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES"", ""NEW WORLD HIGH SCHOOL"", ""BRONX AEROSPACE HIGH SCHOOL""]","[""Brooklyn International High School"", ""Gregorio Luperon High School"", ""High School for Contemporary Arts"", ""Bedford Academy High School"", ""Manhattan Bridges High School"", ""Marble Hill High School for International Studies"", ""New World High School""]",
k-3-d-5/task_1.json,major,2,fact,see diff,see diff,"@@ -1,17 +1,27 @@
-import io
-import pandas as pd
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
+import csv"
k-3-d-5/task_1.json,major,3,answer,"[""HIGH SCHOOL OF HOSPITALITY MANAGEMENT"", ""BEDFORD ACADEMY HIGH SCHOOL"", ""WILLIAMSBURG PREPARATORY SCHOOL"", ""SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL"", ""MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES"", ""HIGH SCHOOL FOR VIOLIN AND DANCE"", ""ESSEX STREET ACADEMY"", ""BELMONT PREPARATORY HIGH SCHOOL""]","[""High School of Hospitality Management"", ""Bedford Academy High School"", ""Williamsburg Preparatory School"", ""South Bronx Preparatory"", ""Marble Hill High School for International Studies"", ""High School for Violin and Dance"", ""Essex Street Academy""]",
k-3-d-5/task_1.json,major,3,fact,see diff,see diff,"@@ -1,17 +1,27 @@
-import io
-import pandas as pd
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
+import csv"
k-3-d-5/task_1.json,major,4,answer,"[""Theatre Arts Production Company School"", ""Brooklyn International High School at Water's Edge"", ""Williamsburg Preparatory School"", ""Marble Hill High School for International Studies"", ""Williamsburg High School for Architecture and Design"", ""Manhattan Village Academy"", ""High School for Violin and Dance"", ""Manhattan Bridges High School""]","[""Theatre Arts Production Company School"", ""Brooklyn International High School"", ""Williamsburg Preparatory School"", ""Marble Hill High School for International Studies"", ""Williamsburg High School for Architecture and Design"", ""Manhattan Village Academy"", ""High School for Violin and Dance""]",
k-3-d-5/task_1.json,major,4,fact,see diff,see diff,"@@ -1,17 +1,27 @@
-import io
-import pandas as pd
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
+import csv"
k-3-d-5/task_1.json,major,5,answer,"[""Brooklyn International High School"", ""Manhattan Village Academy"", ""It Takes a Village Academy"", ""Williamsburg High School for Architecture and Design"", ""Manhattan Bridges High School"", ""Academy of Finance and Enterprise"", ""Urban Assembly School for Media Studies, The"", ""Marble Hill High School for International Studies""]","[""Brooklyn International High School"", ""Manhattan Village Academy"", ""It Takes a Village Academy"", ""Williamsburg High School for Architecture and Design"", ""Manhattan Bridges High School"", ""Academy of Finance and Enterprise"", ""Marble Hill High School for International Studies""]",
k-3-d-5/task_1.json,major,5,fact,see diff,see diff,"@@ -1,17 +1,27 @@
-import io
-import pandas as pd
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
+import csv"
k-3-d-5/task_1.json,major,6,source,wikipedia/John_F._Kennedy_High_School_(New_York_City)/content.txt,"wikipedia/Marble_Hill,_Manhattan/content.txt",
k-3-d-5/task_1.json,major,6,subquestion,"Which neighborhoods are <intersection of node_1, node_2, node_3, node_4, node_5> located in?","Who built the first bridge at <intersection of node_1, node_2, node_3, node_4, node_5> neighborhood in 1693?",
k-3-d-5/task_1.json,major,6,answer,"[""Spuyten Duyvil"", ""Marble Hill""]",Frederick Philipse,
k-3-d-5/task_1.json,major,6,fact,see diff,see diff,"@@ -1 +1 @@
-John F. Kennedy Educational Campus houses Marble Hill High School for International Studies among its co-located schools. The campus is located at 99 Terrace View Avenue, on the border of the Spuyten Duyvil neighborhood of the Bronx and the Marble Hill neighborhood of Manhattan.
+King's Bridge was built in 1693 by Frederick Philipse, a Frisian-born merchant. It was the first bridge connecting New York City to the mainland, located near Marble Hill at what is now West 230th Street."
k-3-d-5/task_1.json,major,7,source,"wikipedia/Spuyten_Duyvil,_Bronx/content.txt",wikipedia/Frederick_Philipse/content.txt,
k-3-d-5/task_1.json,major,7,subquestion,What is the earliest bridge connecting the neighborhoods in <node_6 answer> to NYC?,From which area of the Netherlands did <node_6 answer> emigrate?,
k-3-d-5/task_1.json,major,7,answer,King's Bridge,Friesland,
k-3-d-5/task_1.json,major,7,fact,see diff,see diff,"@@ -1 +1 @@
-In the late 17th century, Frederick Philipse received permission to construct a bridge across Spuyten Duyvil Creek and charge tolls. King's Bridge, located roughly south of and parallel to where West 230th Street lies today, later opened there.
+Frederick Philipse (1626-1702) was a Dutch-American merchant who emigrated from Friesland in the Netherlands. He became one of the wealthiest men in colonial New York."
k-4-d-1/task_2.json,major,2,subquestion,"In 2019 arrest data, which Area Name has the most arrests where Charge Group Description is ""Homicide""?","In <node_1 answer> arrest data, which area has the most Homicide arrests?",
k-4-d-1/task_3.json,major,3,subquestion,"In 2021, within borough <node_1 answer> and precinct <node_2 answer>, which non-null location-position category was most common in NYPD complaint incidents?","In the 2021 NYPD complaint data, within borough <node_1 answer> and precinct <node_2 answer>, which non-null location description (LOC_OF_OCCUR_DESC) is most common?",
k-4-d-1/task_3.json,major,4,subquestion,"In 2022, within borough <node_1 answer>, how many NYPD shooting incidents occurred in the location-position category from node 3?","In the 2022 NYPD shooting incident data, within borough <node_1 answer>, how many shooting incidents occurred with LOC_OF_OCCUR_DESC = <node_3 answer>?",
k-4-d-1/task_4.json,major,1,subquestion,Which NASA facility developed the system used to survey Assateague Island National Seashore in the 2010 USGS survey?,What system was used to survey Assateague Island National Seashore in the 2010 USGS survey?,
k-4-d-1/task_4.json,major,1,answer,Wallops Flight Facility,EAARL (Experimental Advanced Airborne Research Lidar),
k-4-d-1/task_4.json,major,1,fact,see diff,see diff,"@@ -1 +1,57 @@
-Elevation measurements were collected over Assateague Island National Seashore on March 19 and 24, 2010, using the Experimental Advanced Airborne Research Lidar (EAARL), a pulsed laser ranging system mounted onboard an aircraft. The EAARL, developed originally by the National Aeronautics and Space Administration (NASA) at Wallops Flight Facility in Virginia, measures ground elevation with a vertical resolution of +/-15 centimeters.
+import os
+import re
+import pandas as pd
+import boto3
+from botocore import UNSIGNED"
k-4-d-1/task_4.json,major,2,source,wikipedia/Wallops_Flight_Facility/content.txt,datagov/eaarl-coastal-topography-assateague-island-national-seashore-maryland-and-virginia-2010/files/USGS.b40f54c8-02fd-4152-8883-b7131059f8af.txt,
k-4-d-1/task_4.json,major,2,subquestion,In which Virginia county is <node_1 answer> located?,At which NASA facility was <node_1 answer> developed?,
k-4-d-1/task_4.json,major,2,answer,Accomack County,Wallops Flight Facility,
k-4-d-1/task_4.json,major,2,fact,see diff,see diff,"@@ -1 +1,77 @@
-Wallops Flight Facility is a NASA rocket launch site on Wallops Island on the Eastern Shore of Virginia, located in Accomack County.
+import os
+import re
+import pandas as pd
+import boto3
+from botocore import UNSIGNED"
k-4-d-1/task_4.json,major,3,source,"wikipedia/Accomack_County,_Virginia/content.txt",wikipedia/Wallops_Flight_Facility/content.txt,
k-4-d-1/task_4.json,major,3,subquestion,What is the largest town in <node_2 answer>?,In which Virginia county is <node_2 answer> located?,
k-4-d-1/task_4.json,major,3,answer,Chincoteague,Accomack County,
k-4-d-1/task_4.json,major,3,fact,see diff,see diff,"@@ -1 +1 @@
-Accomack County is a county on the Eastern Shore of Virginia. The town of Accomac serves as the county seat, while Chincoteague is the largest town in the county.
+Wallops Flight Facility is a NASA rocket launch site on Wallops Island on the Eastern Shore of Virginia, located in Accomack County."
k-4-d-1/task_6.json,major,1,subquestion,Which airport most directly serves Pittsburgh for commercial passenger travel?,What is the largest airport in Pittsburgh?,
k-4-d-1/task_6.json,major,1,fact,see diff,see diff,"@@ -1 +1 @@
-Pittsburgh International Airport provides commercial passenger service from over 15 airlines to the Pittsburgh metropolitan area. Arnold Palmer Regional Airport also provides limited commercial passenger service and is east of Pittsburgh.
+Pittsburgh International Airport is the largest airport in Pittsburgh."
k-4-d-1/task_6.json,major,2,subquestion,"For <hop 1 answer>, which destination had the most scheduled seats in March 2019?","For Pittsburgh International Airport, which destination had the most scheduled seats in March 2019? (Filter for this node: group by Destination Code; sum Seats March 2019; select max.)",
k-4-d-1/task_6.json,major,2,fact,see diff,see diff,"@@ -1 +1,22 @@
-In the March 2019 Pittsburgh International scheduled traffic report, Atlanta (ATL) has 44,912 total seats, the highest of any destination (next highest is Chicago O'Hare with 35,699).
+import csv
+from collections import defaultdict
+
+with open('datagov/pittsburgh-international-airport-scheduled-passenger-traffic/files/pittsburgh-international-traffic-report-march-2019.txt', 'r', encoding='utf-8', newline='') as f:
+    rows = list(csv.DictReader(f))"
k-4-d-1/task_6.json,major,3,subquestion,"In the airports dataset, what city and state correspond to <hop 2 answer>?","In the airports dataset, what city and state correspond to the destination airport code from hop 2? (Filter for this node: Loc_Id == <destination code from hop 2>; read City and State_Post.)",
k-4-d-1/task_6.json,major,3,fact,see diff,see diff,"@@ -1 +1,12 @@
-In the airports dataset, the entry with Loc_Id ATL lists City ATLANTA and State_Post GA (Hartsfield - Jackson Atlanta Intl).
+import csv
+
+with open('datagov/airports-5e97a/files/rows.txt', 'r', encoding='utf-8', newline='') as f:
+    rows = list(csv.DictReader(f))
+"
k-4-d-1/task_6.json,major,4,subquestion,"In the ZIP code boundaries dataset, what is the largest land area in square miles among ZIP codes in <hop 3 answer>?","In the ZIP code boundaries dataset, what is the largest land area (SQMI) among ZIP codes in the city and state from hop 3? (Filter for this node: CITY == Atlanta; STATE == GA; rank by SQMI; return max SQMI.)",
k-4-d-1/task_6.json,major,4,fact,see diff,see diff,"@@ -1 +1,18 @@
-In the boundaries-us-zip-codes dataset, among ZIP codes with CITY = Atlanta and STATE = GA, ZIP 30349 has the largest land area (SQMI 45.68).
+import csv
+
+with open('datagov/boundaries-us-zip-codes/files/rows.txt', 'r', encoding='utf-8', newline='') as f:
+    rows = list(csv.DictReader(f))
+"
k-4-d-2/task_1.json,major,3,subquestion,Which schools in <hop 1 answer> had an A grade in the 2010-11 Progress Report?,"Which schools from <intersection of node_1, node_2> had an A grade in the 2010-11 Progress Report?",
k-4-d-2/task_1.json,major,4,subquestion,What is the ZIP code of <hop 2 answer>?,What is the ZIP code of <node_3 answer>?,
k-4-d-2/task_1.json,major,4,fact,see diff,see diff,"@@ -38 +38,2 @@
+answer = str(answer)"
k-4-d-2/task_1.json,major,5,subquestion,What percentage does White people contribute to the racial makeup of the neighborhood whose primary ZIP code is <hop 3 answer> based on data in 2010 census?,What percentage does White people contribute to the racial makeup of the neighborhood whose primary ZIP code is <node_4 answer> based on data in 2010 census?,
k-4-d-2/task_10.json,moderate,1,depends_on,,[],
k-4-d-2/task_10.json,moderate,1,fact,see diff,see diff,"@@ -18 +18,9 @@
+name_map = {
+    ""ELEANOR ROOSEVELT HIGH SCHOOL"": ""Eleanor Roosevelt High School"",
+    ""YOUNG WOMEN'S LEADERSHIP SCHOOL"": ""Young Women's Leadership School"",
+    ""HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE"": ""High School of American Studies at Lehman College"",
+    ""TOWNSEND HARRIS HIGH SCHOOL"": ""Townsend Harris High School"",
+    ""SCHOLARS' ACADEMY"": ""Scholars' Academy"","
k-4-d-2/task_10.json,moderate,2,depends_on,,"[""node_1""]",
k-4-d-2/task_10.json,moderate,2,fact,see diff,see diff,"@@ -18 +18,10 @@
+name_map = {
+    ""BARUCH COLLEGE CAMPUS HIGH SCHOOL"": ""Baruch College Campus High School"",
+    ""ELEANOR ROOSEVELT HIGH SCHOOL"": ""Eleanor Roosevelt High School"",
+    ""BROOKLYN COLLEGE ACADEMY"": ""Brooklyn College Academy"",
+    ""TOWNSEND HARRIS HIGH SCHOOL"": ""Townsend Harris High School"",
+    ""SCHOLARS' ACADEMY"": ""Scholars' Academy"","
k-4-d-2/task_10.json,moderate,3,depends_on,,"[""intersection_of_1_2""]",
k-4-d-2/task_10.json,moderate,4,depends_on,,"[""intersection_of_1_2""]",
k-4-d-2/task_10.json,moderate,5,depends_on,,"[""intersection_of_3_4""]",
k-4-d-2/task_10.json,moderate,6,depends_on,,"[""node_5""]",
k-4-d-2/task_11.json,major,1,depends_on,,[],
k-4-d-2/task_11.json,major,1,fact,see diff,see diff,"@@ -17,2 +17,3 @@
+answer = [f""{county} County"" for county in answer]"
k-4-d-2/task_11.json,major,2,depends_on,,"[""node_1""]",
k-4-d-2/task_11.json,major,2,subquestion,Which of <node_1 answer> had total state payments for homeowners' school taxes greater than $100 million in 2015?,Which of <node_1 answer> had STAR tax relief reimbursement greater than $100 million in 2015?,
k-4-d-2/task_11.json,major,2,fact,see diff,see diff,"@@ -16,5 +16,6 @@
-    & (df[""Total Amount of Reimbursement ""] > 100000000),
+    & (df[""Total Amount of Reimbursement""] > 100000000),
+answer = [f""{county} County"" for county in answer]"
k-4-d-2/task_11.json,major,3,depends_on,,"[""intersection_of_1_2""]",
k-4-d-2/task_11.json,major,3,fact,see diff,see diff,"@@ -21,3 +21,3 @@
-answer = [county for county, total in county_totals.items() if total < 1200]
+answer = [f""{county} County"" for county, total in county_totals.items() if total < 1200]"
k-4-d-2/task_11.json,major,4,depends_on,,"[""intersection_of_1_2""]",
k-4-d-2/task_11.json,major,4,fact,see diff,see diff,"@@ -23,3 +23,3 @@
-answer = county_totals.loc[county_totals[""Total Incidents""] > 20, ""County""].tolist()
+answer = [f""{county} County"" for county in county_totals.loc[county_totals[""Total Incidents""] > 20, ""County""].tolist()]"
k-4-d-2/task_11.json,major,5,depends_on,,"[""intersection_of_3_4""]",
k-4-d-2/task_11.json,major,6,depends_on,,"[""node_5""]",
k-4-d-2/task_12.json,major,2,subquestion,Which New York counties had more than 100 youth sent to jail in 2015?,Which New York counties had more than 100 secure or mixed juvenile detention admissions in 2015?,
k-4-d-2/task_12.json,major,2,fact,see diff,see diff,"@@ -11,3 +11,3 @@
-df["" Year ""] = pd.to_numeric(df["" Year ""], errors=""coerce"")
+df[""Year""] = pd.to_numeric(df[""Year""], errors=""coerce"")
@@ -16,3 +16,3 @@
-        (df["" Year ""] == 2015)
+        (df[""Year""] == 2015)"
k-4-d-2/task_12.json,major,3,subquestion,"From <intersection of node_1, node_2>, which counties received between $60 million and $90 million in total state payments for homeowners' school taxes in 2023?","From <intersection of node_1, node_2>, which counties received between $60 million and $90 million in total STAR tax relief reimbursement in 2023?",
k-4-d-2/task_12.json,major,3,fact,see diff,see diff,"@@ -12,3 +12,3 @@
-df[""Total Amount of Reimbursement ""] = pd.to_numeric(df[""Total Amount of Reimbursement ""], errors=""coerce"")
+df[""Total Amount of Reimbursement""] = pd.to_numeric(df[""Total Amount of Reimbursement""], errors=""coerce"")
@@ -17,4 +17,4 @@
-        & (df[""Total Amount of Reimbursement ""] >= 60000000)
-        & (df[""Total Amount of Reimbursement ""] <= 90000000),
+        & (df[""Total Amount of Reimbursement""] >= 60000000)
+        & (df[""Total Amount of Reimbursement""] <= 90000000),"
k-4-d-2/task_13.json,moderate,3,fact,see diff,see diff,"@@ -14 +14,2 @@
+answer = str(answer)"
k-4-d-2/task_13.json,moderate,4,fact,see diff,see diff,"@@ -14 +14,2 @@
+answer = str(answer)"
k-4-d-2/task_13.json,moderate,5,fact,see diff,see diff,"@@ -14 +14,2 @@
+answer = str(answer)"
k-4-d-2/task_14.json,major,1,subquestion,Which Chicago city departments had 2018 budgets between $400 million and $700 million?,Which Chicago city department had a budget between $400 million and $700 million in 2018 AND between $600 million and $700 million in 2019? (Filter for this node: group by DEPARTMENT DESCRIPTION; sum 2018 ORDINANCE (AMOUNT $); keep totals between 400000000 and 700000000.),
k-4-d-2/task_14.json,major,1,fact,see diff,see diff,"@@ -1 +1,20 @@
-In the 2018 Chicago Budget Ordinance totals by department, CFD ($642,620,615) and CDOT ($459,129,158) are the only departments with total appropriations between $400 million and $700 million.
+import io
+import pandas as pd
+import boto3
+from botocore import UNSIGNED
+from botocore.config import Config"
k-4-d-2/task_14.json,major,2,subquestion,Which Chicago city departments had 2019 budgets between $600 million and $700 million?,Which Chicago city department had a budget between $400 million and $700 million in 2018 AND between $600 million and $700 million in 2019? (Filter for this node: group by DEPARTMENT DESCRIPTION; sum 2019 ORDINANCE (AMOUNT $); keep totals between 600000000 and 700000000.),
k-4-d-2/task_14.json,major,2,fact,see diff,see diff,"@@ -1 +1,20 @@
-In the 2019 Chicago Budget Ordinance totals by department, CFD ($652,282,316) and DFSS ($633,571,744) are the only departments with total appropriations between $600 million and $700 million.
+import io
+import pandas as pd
+import boto3
+from botocore import UNSIGNED
+from botocore.config import Config"
k-4-d-2/task_14.json,major,3,subquestion,On what date was <hop 1 answer> organized as a paid department?,"Which fire department became a paid professional department later, the department identified in hop 1 (from hop 1) or the Pittsburgh Bureau of Fire?",
k-4-d-2/task_14.json,major,4,subquestion,On what date did the Pittsburgh Bureau of Fire become a fully paid department?,"Which fire department became a paid professional department later, the department identified in hop 1 (from hop 1) or the Pittsburgh Bureau of Fire?",
k-4-d-2/task_14.json,major,5,subquestion,Which airport most directly serves <hop 2 answer> for commercial passenger travel?,What is the largest airport in the city from hop 2 (from hop 2)?,
k-4-d-2/task_14.json,major,5,fact,see diff,see diff,"@@ -1 +1 @@
-Pittsburgh International Airport provides commercial passenger service from over 15 airlines to the Pittsburgh metropolitan area. Arnold Palmer Regional Airport also provides limited commercial passenger service and is east of Pittsburgh.
+Pittsburgh International Airport is the largest airport in Pittsburgh."
k-4-d-2/task_14.json,major,6,subquestion,"For <hop 3 answer>, how many total seats did the top destination have in March 2019?","For the airport identified in hop 3 (from hop 3), how many total scheduled seats did the top destination have in March 2019? (Filter for this node: group by Destination Code; sum Seats March 2019; select max; return seats.)",
k-4-d-2/task_14.json,major,6,fact,see diff,see diff,"@@ -1 +1,12 @@
-In the March 2019 Pittsburgh International scheduled traffic report, Atlanta (ATL) has 44,912 total seats, the highest of any destination (next highest is Chicago O'Hare with 35,699).
+import io
+import pandas as pd
+import boto3
+from botocore import UNSIGNED
+from botocore.config import Config"
k-4-d-2/task_15.json,major,1,fact,see diff,see diff,"@@ -1,4 +1 @@
-Spokane
- Stevens
- Walla Walla
- Whitman
+The Eastern Washington article lists Whitman and Spokane among the counties in Eastern Washington."
k-4-d-2/task_15.json,major,2,subquestion,"Does Whitman County border Idaho, and what was its 2020 census population?","Among counties from <hop 1 answer: Whitman, Spokane>, which county borders Idaho AND has 2020 census population under 300,000?",
k-4-d-2/task_15.json,major,2,answer,"Whitman County borders Idaho and had a 2020 population of 47,973, so it meets both criteria.","Whitman County: borders Idaho (YES, per adjacent counties list), population 47,973 (YES, under 300,000) → MEETS BOTH CRITERIA",
