path,impact,reason,question_changed,answer_changed,node_changes,top_level_changes,copy_question,tasks_mini_question
k-4-d-4/task_9.json,major,node answer/subquestion/source/count changed,False,False,"node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict",Identify the agricultural college that was ultimately located in the town that beat the county seat of the Washington county with the lowes…,Identify the agricultural college that was ultimately located in the town that beat the county seat of the Washington county with the lowes…
k-4-d-5/task_1.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops, verdict",I'm researching upstate New York counties (excluding New York City and the Adirondack/Catskill preserves) that strike a balance between con…,I'm researching upstate New York counties (excluding New York City and the Adirondack/Catskill preserves) that strike a balance between con…
k-4-d-5/task_2.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops, verdict","Among NYC municipal candidates who had total campaign spending between $103,000 and $251,000 in each of the five election cycles 2001, 2003…","Among NYC municipal candidates who filed campaign expenditures in all five election cycles (2001, 2003, 2005, 2009, 2013) with between $103…"
k-4-d-5/task_3.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops","Among drugs with 5 to 10 million total annual Medicaid prescriptions across U.S. states, identify the one with the highest average prescrip…","Among drugs with 5 to 10 million total annual prescriptions in the US, identify the one with the highest average prescription count from 20…"
k-4-d-5/task_4.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops, verdict",I am looking for Texas counties that consistently ranked in the top five for child care center sites participating in the federal meal-reim…,I am looking for a major Texas county that consistently ranked in the top five for childcare centers participating in food programs between…
k-4-d-5/task_5.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops, verdict",Identify the two Texas counties that are in the top 5 in the number of home-based day care sites participating in the federal meal-reimburs…,"Identify the two Texas counties that are in the top 5 in the number of home-based daycares from 2018-2022, while also have less than 14.5% …"
k-5-d-1/task_1.json,major,question and/or final answer changed,True,False,"node.fact, node.source, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops",I'm analyzing 2020 crime statistics for the LAPD division that serves neighborhoods including Echo Park and Silver Lake. What was the most …,I'm analyzing 2020 crime statistics for the LAPD's Rampart Division. What was the most frequent crime reported in that division during that…
k-5-d-1/task_2.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops","I'm analyzing police activity in the capital of Texas. For 2023, I need to know which patrol sector had the highest volume of police dispat…","I'm analyzing police activity in Austin, Texas. For 2023, I need to know which patrol sector had the highest volume of computer-aided dispa…"
k-5-d-1/task_3.json,major,node answer/subquestion/source/count changed,False,False,"node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops","I'm tracking crime patterns in Washington, D.C. starting with the ward that contains Adams Morgan. After identifying the most common offens…","I'm tracking crime patterns in Washington, D.C. starting with the ward that contains Adams Morgan. After identifying the most common offens…"
k-5-d-1/task_4.json,major,question and/or final answer changed,True,False,"node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops","I'm analyzing crime patterns in the largest-area borough in NYC. First, identify the precinct that received the most complaints in 2022. Wi…","I'm analyzing crime patterns in Queens. First, identify the precinct that received the most complaints in 2022. Within that precinct, what …"
k-5-d-2/task_1.json,major,question and/or final answer changed,True,False,"node.fact, node.subquestion","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops",Find the Texas counties that appear in both of these groups: (1) counties with at least 10% of residents ages 18 to 64 living with disabili…,Find the Texas counties appear in both of these groups: (1) counties with at least 10% adult with disability population and at least 23% 65…
k-5-d-2/task_10.json,major,question and/or final answer changed,True,True,"node.answer, node.fact, node.limit, node.source, node.subquestion","answer, datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops","Find the New York counties, excluding NYC boroughs, satisfying both criteria: (1) an average rate of being sent back to prison or jail betw…",Find the California cities satisfying both criteria: (1) teeth loss rate above 19% in 2016 reported by the centers for disease control and …
k-5-d-2/task_11.json,major,file only exists in tasks_mini,,,,,,Find the New York counties (excluding NYC boroughs) satisfying both criteria: (1) average ratio of being sent back to jail between 38% and …
k-5-d-2/task_2.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict",The NBA champion team based in San Antonio won its first NBA Finals against another team. Find the county that `another` team is based in. …,The NBA champion team based in San Antonio won its first NBA Finals against another team. Find the county that `another` team is based in. …
k-5-d-2/task_3.json,major,question and/or final answer changed,True,True,"node.answer, node.fact, node.source, node.subquestion, node_ids/count","answer, datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","What US city had the highest average age-adjusted adult obesity rate in 2016 and 2018? Then, who founded a company sold to JP Morgan to cre…","Among Harris, Hidalgo, Dallas, and Cameron counties in Texas, which two saw the largest percentage decrease in day care home meal reimburse…"
k-5-d-2/task_4.json,major,question and/or final answer changed,True,True,"node.answer, node.fact, node.source, node.subquestion, node_ids/count","answer, datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Among Brooks, Willacy, Comal, Atascosa, and Victoria counties in Texas, keep those with at least one abuse/neglect-related child fatality a…","What US city had the highest average age-adjusted adult obesity rate in 2016 and 2018? Then, who founded a company sold to JP Morgan to cre…"
k-5-d-2/task_5.json,major,question and/or final answer changed,True,True,"node.answer, node.fact, node.source, node.subquestion, node_ids/count","answer, datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Among DC wards 7 and 8, identify which ward had the higher average 311 service requests from 2019 through 2020. Who represents that ward on…","Among Brooks, Willacy, Comal, Atascosa, and Victoria counties in Texas, keep those with at least one abuse/neglect-related child fatality a…"
k-5-d-2/task_6.json,major,question and/or final answer changed,True,True,"node.answer, node.fact, node.source, node.subquestion, node_ids/count","answer, datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Gary, Indiana was founded by a corporation created by J. P. Morgan when he merged Federal Steel and National Steel with another company. Wh…","Among DC wards 7 and 8, identify which ward had the higher average 311 service requests from 2019 through 2020. Who represents that ward on…"
k-5-d-2/task_7.json,major,question and/or final answer changed,True,True,"node.answer, node.fact, node.source, node.subquestion, node_ids/count","answer, datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Find the Connecticut counties that satisfy both criteria: (1) more than 200 accidental overdose deaths in 2020, and (2) assignment to a COV…","Gary, Indiana was founded by a corporation created by J. P. Morgan when he merged Federal Steel and National Steel with another company. Wh…"
k-5-d-2/task_8.json,major,question and/or final answer changed,True,True,"node.answer, node.fact, node.limit, node.source, node.subquestion, node_ids/count","answer, datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops","Find the New York counties, excluding NYC boroughs, with average total Medicaid-paid amounts for adult mental health claims between $75 mil…","Two Connecticut counties satisfy both criteria: (1) over 200 accidental drug deaths in 2020, and (2) a COVID-19 health service area number …"
k-5-d-2/task_9.json,major,question and/or final answer changed,True,True,"node.answer, node.fact, node.source, node.subquestion, node_ids/count","answer, datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops","Find the California cities satisfying both criteria: (1) older adults with major tooth loss above 19% in 2016, and (2) adults with frequent…",Find the New York counties (excluding NYC boroughs) having average adult mental health Medicaid paid claims between $75 million and $95 mil…
k-5-d-3/task_1.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict",I am looking for a specific high school in Manhattan's District 2 that consistently received 'A' grades for comprehensive performance from …,I'm looking for a specific high school in Manhattan's District 02 that consistently received 'A' grades from 2007 to 2010 and is named afte…
k-5-d-3/task_10.json,major,question and/or final answer changed,True,True,"node.fact, node.subquestion, node_ids/count","answer, datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","First, identify the Washington, DC ward that consistently ranked in the top four for building permits from 2022 to 2024 and had one of the …","First, identify the Washington, DC ward that consistently ranked in the top four for building permits from 2022 to 2024 and had one of the …"
k-5-d-3/task_11.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.source, node.subquestion, node_ids/count","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","First, identify the Washington, DC ward that consistently ranked in the top four for building permits from 2022 to 2024 and had one of the …","Among Washington, DC wards 2, 4, 5, and 6, identify the two wards with the highest average crime-incident counts from 2022 to 2024. Among t…"
k-5-d-3/task_12.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.source, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Among Washington state's public four-year universities, which two had the highest average contract counts in between 2014-2016? Find the co…",Can you find the counties where the top 3 community colleges by average contract count from FY 2014 to FY 2016 are located in. In those cou…
k-5-d-3/task_13.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Find the state where Khan Lab School is located in. In that state, find the counties that rank in the top three for public schools, private…","Khan Lab School is located in a city and county. Using school district office listings for that city and county, determine the two-digit st…"
k-5-d-3/task_14.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","ACT, Inc. was founded in a city in Iowa. Determine the county for that city and the corresponding state. In that state, find the counties t…","ACT, Inc. was founded in a city in Iowa. Determine the county for that city and the two-digit state FIPS code from school district office l…"
k-5-d-3/task_15.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict",I am looking for a Missouri state agency that consistently ranked in the top 5 for average employee salary between 2018 and 2020. This agen…,I am looking for a Missouri state agency that consistently ranked in the top 5 for average employee pay between 2018 and 2020. This agency'…
k-5-d-3/task_2.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","From the top three Texas counties by average state-government spending from 2018 to 2020, identify the county with the oldest incorporated …","From the top three Texas counties by average state expenditure from 2018 to 2020, identify the county with the oldest incorporated county s…"
k-5-d-3/task_3.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.source, node.subquestion, node_ids/count","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","From the counties that were in the statewide top 5 for releases from the Texas state prison system in 2019, 2020, and 2021, find the county…","From the top three Texas counties based on average Texas department of criminal justice releases across 2019 to 2021, find the county that …"
k-5-d-3/task_4.json,major,question and/or final answer changed,True,False,"node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Among the two most populous Texas counties in 2024, which had the larger increase in the number of veterans receiving disability compensati…","Among the two most populous Texas counties in 2024, which of those had a larger increase in veterans disability compensation recipients fro…"
k-5-d-3/task_5.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","Among the Missouri Department of Corrections, the Missouri Department of Social Services, and the Missouri Department of Transportation, wh…","Among the Missouri Department of Corrections, the Missouri Department of Social Services, and the Missouri Department of Transportation, wh…"
k-5-d-3/task_6.json,major,node answer/subquestion/source/count changed,False,False,"node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","Consider Harris, Travis, Dallas, and Bexar counties. Determine which of these consistently ranked in the statewide top five for offender re…","Consider Harris, Travis, Dallas, and Bexar counties. Determine which of these consistently ranked in the statewide top five for offender re…"
k-5-d-3/task_7.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Among the United States Park Police, United States Capitol Police, and U.S. Secret Service Uniform Division, which had the highest average …","Among the United States Park Police, United States Capitol Police, and U.S. Secret Service Uniform Division, which had the highest average …"
k-5-d-3/task_8.json,major,question and/or final answer changed,True,False,"node.fact, node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict",Identify the Chicago city department that consistently ranked in the top five by total funding in the officially approved city budget from …,Identify the Chicago city department that consistently ranked in the top five for ordinance appropriations (with non-zero budget) and also …
k-5-d-3/task_9.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Identify the Chicago library branch that ranked in the top five for total number of items checked out over the year and total visitors, and…","Identify the Chicago library branch that ranked in the top five for circulation and visitors, and top three for computer sessions, every ye…"
k-5-d-4/task_1.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","Among NY counties with at least 65 bridges rated 'Poor' according to the department of transportation, contains at least 50 fire department…","Among NY counties with at least 65 bridges rated 'Poor' according to the department of transportation, contains at least 50 fire department…"
k-5-d-4/task_2.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict",A Missouri state agency ranked third by average expenditures from FY2007 to FY2010.Find the city the Southwest district of the agency is ba…,A Missouri state agency ranked third by average expenditures from FY2007 to FY2010.Find the city the Southwest district of the agency is ba…
k-5-d-4/task_3.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict",Find the city the Southwest district of the Missouri Department of Transportation is based in and a highway that was born in the city. Betw…,Find the city the Southwest district of the Missouri Department of Transportation is based in and a highway that was born in the city. Betw…
k-5-d-4/task_4.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Across years 2015-16 to 2018-19, which Texas county is consistently in the top five for total lunch serves in the Seamless Summer Option pr…","Across years 2015-16 t0 2018-19, which Texas county is consistently in the top five for total lunch serves in Seamless Summer Option progra…"
k-5-d-4/task_5.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","Across 2016-17 through 2019-20, start with Texas counties that averaged at least $50,000 in adult day care meal reimbursements and had the …","Across 2016-17 through 2019-20, start with Texas counties that averaged at least $50,000 in adult day care meal reimbursements and had the …"
k-5-d-4/task_6.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict",What percentage of the population in the county containing the city that borders both of the Texas cities with above 12% diabetes rates bet…,What percentage of the population in the county containing the city that borders both of the Texas cities with above 12% diabetes rates bet…
k-5-d-4/task_7.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","Consider the Eastern Washington counties that border Idaho and had a 2020 population under 300,000. Among these, identify the one where sch…","Consider the Eastern Washington counties that border Idaho and had a 2020 population under 300,000. Among these, identify the one where sch…"
k-5-d-4/task_8.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict",Can you tell me the Fall 2024 student enrollment at a UT System university? It's located in a county's county seat where the county (1) has…,Can you tell me the Fall 2024 student enrollment at a UT System university? It's located in a county's county seat where the county (1) has…
k-5-d-4/task_9.json,major,question and/or final answer changed,True,False,"node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict",Identify the Texas county that had the most consistent annual number of state prison releases from 2019 to 2022 (lowest coefficient of vari…,Identify the Texas county that had the most consistent annual number of state prison releases from 2019 to 2022 (lowest coefficient of vari…
k-6-d-2/task_1.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops","Find the NYC high school that received an overall A rating in 2010-11 and 2011-12, was also given an A for student graduation and diploma o…","Find the NYC high school that got an A on its progress report in 2010–11 and 2011–12, was also rated A for performance in 2010–11, and late…"
k-6-d-2/task_2.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Identify the DC Council member who represents the ward that, among the top two wards, recorded both the highest average violent crimes, and…","Identify the DC Council member who represents the ward that, among the top two wards, recorded both the highest average crimes involving ho…"
k-6-d-2/task_3.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Among New York counties outside of NYC, identify the top two by total mental health service recipients from 2017 to 2018. The county seat w…","Among New York counties outside of NYC, identify the top two by total mental health service recipients from 2017 to 2018. The county seat w…"
k-6-d-2/task_4.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","What US city had the highest average percentages of adults age 18 and older who were obese, after accounting for differences in age, in 201…","What US city had the highest average age-adjusted adult obesity rate in 2016 and 2018? Also, can you find me the person who founded a compa…"
k-6-d-2/task_5.json,major,question and/or final answer changed,True,True,"node.fact, node.subquestion, node_ids/count","answer, datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops, verdict",Identify a specific California county based on a set of health and housing statistics. The county had an Area Median Income of at least $14…,Identify a specific California county seat based on a set of health and housing statistics. I'm looking for a county that had an Area Media…
k-6-d-3/task_1.json,major,node answer/subquestion/source/count changed,False,False,"node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict",After identifying the Missouri state agency that throughout 2021 to 2023 consistently ranked in the top five for professional services spen…,After identifying the Missouri state agency that throughout 2021 to 2023 consistently ranked in the top five for professional services spen…
k-6-d-3/task_2.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","I am researching several U.S. agencies. First, identify the federal police agency that consistently ranked in the top 20 for January parkin…","I am researching several U.S. agencies. First, identify the federal police agency that consistently ranked in the top 20 for January parkin…"
k-6-d-3/task_3.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","Identify the Chicago library branch that ranked in the top five for circulation and visitors, and top three for computer sessions, every ye…","Identify the Chicago library branch that ranked in the top five for circulation and visitors, and top three for computer sessions, every ye…"
k-6-d-3/task_4.json,major,node answer/subquestion/source/count changed,False,False,"node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","Jon Whitmore was the chief executive officer of an organization. Determine the city where that organization was founded, then the county it…","Jon Whitmore was the chief executive officer of an organization. Determine the city where that organization was founded, then the county it…"
k-6-d-3/task_5.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","The GRE is owned and administered by an organization. Determine the city where that organization has a New Jersey address, then the county …","The GRE is owned and administered by an organization. Determine the city where that organization has a New Jersey address, then the county …"
k-7-d-4/task_1.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Among the five Texas counties with the highest average annual number of state prison releases from 2019 to 2022, identify the one with the …",Identify the Texas county that had the most consistent annual number of state prison releases from 2019 to 2022 based on coefficient of var…
