path,status,fields_changed,summary,question_change,answer_change,same_task_elsewhere
k-4-d-5/task_5.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: practical_motivation, reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 10 (1, 10, 2, 3, 4, 5, 6, 7...)","question changed: copy=""Identify the two Texas counties that are in the top 5 in the number of home-based day care sites participatin…"" | tasks_mini=""Identify the two Texas counties that are in the top 5 in the number of home-based daycares from 2018-2022, wh…""",,
k-5-d-1/task_1.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 5 (1, 2, 3, 4, 5)","question changed: copy=""I'm analyzing 2020 crime statistics for the LAPD division that serves neighborhoods including Echo Park and S…"" | tasks_mini=""I'm analyzing 2020 crime statistics for the LAPD's Rampart Division. What was the most frequent crime reporte…""",,
k-5-d-1/task_2.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 5 (1, 2, 3, 4, 5)","question changed: copy=""I'm analyzing police activity in the capital of Texas. For 2023, I need to know which patrol sector had the h…"" | tasks_mini=""I'm analyzing police activity in Austin, Texas. For 2023, I need to know which patrol sector had the highest …""",,
k-5-d-1/task_3.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 5 (1, 2, 3, 4, 5)",,,
k-5-d-1/task_4.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 5 (1, 2, 3, 4, 5)","question changed: copy=""I'm analyzing crime patterns in the largest-area borough in NYC. First, identify the precinct that received t…"" | tasks_mini=""I'm analyzing crime patterns in Queens. First, identify the precinct that received the most complaints in 202…""",,
k-5-d-2/task_1.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: practical_motivation, reasoning_chain; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 7 (1, 2, 3, 4, 5, 6, 7)","question changed: copy=""Find the Texas counties that appear in both of these groups: (1) counties with at least 10% of residents ages…"" | tasks_mini=""Find the Texas counties appear in both of these groups: (1) counties with at least 10% adult with disability …""",,
k-5-d-2/task_10.json,changed,"answer,datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: practical_motivation, reasoning_chain; changed keys: answer, datasets_used, nodes, question, reasoning_hops; changed node ids: 8 (1, 2, 3, 4, 5, 6, 7, 8)","question changed: copy=""Find the New York counties, excluding NYC boroughs, satisfying both criteria: (1) an average rate of being se…"" | tasks_mini=""Find the California cities satisfying both criteria: (1) teeth loss rate above 19% in 2016 reported by the ce…""",answer changed: copy='1653' | tasks_mini='1724',
k-5-d-2/task_11.json,only in tasks_mini,,"present only in tasks_mini; question=""Find the New York counties (excluding NYC boroughs) satisfying both criteria: (1) average ratio of being sent back to jail betwee…"" answer='1653'",,,
k-5-d-2/task_2.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 6 (1, 2, 3, 4, 5, 6)",,,
k-5-d-2/task_3.json,changed,"answer,datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: answer, datasets_used, nodes, question, reasoning_hops; node count 6 -> 7; node ids only tasks_mini: 7; changed node ids: 6 (1, 2, 3, 4, 5, 6)","question changed: copy=""What US city had the highest average age-adjusted adult obesity rate in 2016 and 2018? Then, who founded a co…"" | tasks_mini=""Among Harris, Hidalgo, Dallas, and Cameron counties in Texas, which two saw the largest percentage decrease i…""","answer changed: copy='Pittsburgh, Pennsylvania' | tasks_mini='Gulf of Mexico'",copy task appears in tasks_mini at k-5-d-2/task_4.json
k-5-d-2/task_4.json,changed,"answer,datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: answer, datasets_used, nodes, question, reasoning_hops; node count 7 -> 6; node ids only copy: 7; changed node ids: 6 (1, 2, 3, 4, 5, 6)","question changed: copy=""Among Brooks, Willacy, Comal, Atascosa, and Victoria counties in Texas, keep those with at least one abuse/ne…"" | tasks_mini=""What US city had the highest average age-adjusted adult obesity rate in 2016 and 2018? Then, who founded a co…""","answer changed: copy='San Antonio Bay' | tasks_mini='Pittsburgh, Pennsylvania'",tasks_mini task appears in copy at k-5-d-2/task_3.json; copy task appears in tasks_mini at k-5-d-2/task_5.json
k-5-d-2/task_5.json,changed,"answer,datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: answer, datasets_used, nodes, question, reasoning_hops; node count 8 -> 7; node ids only copy: 8; changed node ids: 7 (1, 2, 3, 4, 5, 6, 7)","question changed: copy=""Among DC wards 7 and 8, identify which ward had the higher average 311 service requests from 2019 through 202…"" | tasks_mini=""Among Brooks, Willacy, Comal, Atascosa, and Victoria counties in Texas, keep those with at least one abuse/ne…""",answer changed: copy='1735' | tasks_mini='San Antonio Bay',tasks_mini task appears in copy at k-5-d-2/task_4.json; copy task appears in tasks_mini at k-5-d-2/task_6.json
k-5-d-2/task_6.json,changed,"answer,datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: answer, datasets_used, nodes, question, reasoning_hops; node count 6 -> 8; node ids only tasks_mini: 7, 8; changed node ids: 6 (1, 2, 3, 4, 5, 6)","question changed: copy=""Gary, Indiana was founded by a corporation created by J. P. Morgan when he merged Federal Steel and National …"" | tasks_mini=""Among DC wards 7 and 8, identify which ward had the higher average 311 service requests from 2019 through 202…""",answer changed: copy='99357947' | tasks_mini='1735',tasks_mini task appears in copy at k-5-d-2/task_5.json; copy task appears in tasks_mini at k-5-d-2/task_7.json
k-5-d-2/task_7.json,changed,"answer,datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: answer, datasets_used, nodes, question, reasoning_hops; node count 8 -> 6; node ids only copy: 7, 8; changed node ids: 6 (1, 2, 3, 4, 5, 6)","question changed: copy=""Find the Connecticut counties that satisfy both criteria: (1) more than 200 accidental overdose deaths in 202…"" | tasks_mini=""Gary, Indiana was founded by a corporation created by J. P. Morgan when he merged Federal Steel and National …""",answer changed: copy='Elihu Yale' | tasks_mini='99357947',tasks_mini task appears in copy at k-5-d-2/task_6.json
k-5-d-2/task_8.json,changed,"answer,datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: practical_motivation, reasoning_chain; changed keys: answer, datasets_used, nodes, question, reasoning_hops; node count 7 -> 8; node ids only tasks_mini: 8; changed node ids: 7 (1, 2, 3, 4, 5, 6, 7)","question changed: copy=""Find the New York counties, excluding NYC boroughs, with average total Medicaid-paid amounts for adult mental…"" | tasks_mini=""Two Connecticut counties satisfy both criteria: (1) over 200 accidental drug deaths in 2020, and (2) a COVID-…""",answer changed: copy='Gippeswic' | tasks_mini='Elihu Yale',
k-5-d-2/task_9.json,changed,"answer,datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: practical_motivation, reasoning_chain; changed keys: answer, datasets_used, nodes, question, reasoning_hops; node count 8 -> 7; node ids only copy: 8; changed node ids: 7 (1, 2, 3, 4, 5, 6, 7)","question changed: copy=""Find the California cities satisfying both criteria: (1) older adults with major tooth loss above 19% in 2016…"" | tasks_mini=""Find the New York counties (excluding NYC boroughs) having average adult mental health Medicaid paid claims b…""",answer changed: copy='1724' | tasks_mini='Gippeswic',
k-5-d-3/task_1.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 8 (1, 2, 3, 4, 5, 6, 7, 8)","question changed: copy=""I am looking for a specific high school in Manhattan's District 2 that consistently received 'A' grades for c…"" | tasks_mini=""I'm looking for a specific high school in Manhattan's District 02 that consistently received 'A' grades from …""",,
k-5-d-3/task_10.json,changed,"answer,datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: answer, datasets_used, nodes, question, reasoning_hops; node count 9 -> 11; node ids only tasks_mini: 10, 11; changed node ids: 9 (1, 2, 3, 4, 5, 6, 7, 8...)","question changed: copy=""First, identify the Washington, DC ward that consistently ranked in the top four for building permits from 20…"" | tasks_mini=""First, identify the Washington, DC ward that consistently ranked in the top four for building permits from 20…""","answer changed: copy='Ward 5' | tasks_mini='Swartekill, New York'",
k-5-d-3/task_11.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; node count 12 -> 9; node ids only copy: 10, 11, 12; changed node ids: 9 (1, 2, 3, 4, 5, 6, 7, 8...)","question changed: copy=""First, identify the Washington, DC ward that consistently ranked in the top four for building permits from 20…"" | tasks_mini=""Among Washington, DC wards 2, 4, 5, and 6, identify the two wards with the highest average crime-incident cou…""",,
k-5-d-3/task_12.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 10 (1, 10, 2, 3, 4, 5, 6, 7...)","question changed: copy=""Among Washington state's public four-year universities, which two had the highest average contract counts in …"" | tasks_mini=""Can you find the counties where the top 3 community colleges by average contract count from FY 2014 to FY 201…""",,
k-5-d-3/task_13.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 6 (2, 3, 4, 5, 6, 7); identical node ids: 1","question changed: copy=""Find the state where Khan Lab School is located in. In that state, find the counties that rank in the top thr…"" | tasks_mini=""Khan Lab School is located in a city and county. Using school district office listings for that city and coun…""",,
k-5-d-3/task_14.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 6 (2, 3, 4, 5, 6, 7); identical node ids: 1","question changed: copy=""ACT, Inc. was founded in a city in Iowa. Determine the county for that city and the corresponding state. In t…"" | tasks_mini=""ACT, Inc. was founded in a city in Iowa. Determine the county for that city and the two-digit state FIPS code…""",,
k-5-d-3/task_15.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 7 (1, 2, 3, 6, 7, 8, 9); identical node ids: 2","question changed: copy=""I am looking for a Missouri state agency that consistently ranked in the top 5 for average employee salary be…"" | tasks_mini=""I am looking for a Missouri state agency that consistently ranked in the top 5 for average employee pay betwe…""",,
k-5-d-3/task_2.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 13 (1, 10, 11, 12, 13, 2, 3, 4...)","question changed: copy=""From the top three Texas counties by average state-government spending from 2018 to 2020, identify the county…"" | tasks_mini=""From the top three Texas counties by average state expenditure from 2018 to 2020, identify the county with th…""",,
k-5-d-3/task_3.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; node count 15 -> 13; node ids only copy: 14, 15; changed node ids: 13 (1, 10, 11, 12, 13, 2, 3, 4...)","question changed: copy=""From the counties that were in the statewide top 5 for releases from the Texas state prison system in 2019, 2…"" | tasks_mini=""From the top three Texas counties based on average Texas department of criminal justice releases across 2019 …""",,
k-5-d-3/task_4.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 7 (2, 3, 4, 5, 6, 7, 8); identical node ids: 1","question changed: copy=""Among the two most populous Texas counties in 2024, which had the larger increase in the number of veterans r…"" | tasks_mini=""Among the two most populous Texas counties in 2024, which of those had a larger increase in veterans disabili…""",,
k-5-d-3/task_5.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 7 (1, 2, 3, 4, 5, 6, 7)",,,
k-5-d-3/task_6.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 9 (1, 2, 3, 4, 5, 6, 7, 8...)",,,
k-5-d-3/task_7.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 7 (1, 2, 3, 4, 5, 6, 7)","question changed: copy=""Among the United States Park Police, United States Capitol Police, and U.S. Secret Service Uniform Division, …"" | tasks_mini=""Among the United States Park Police, United States Capitol Police, and U.S. Secret Service Uniform Division, …""",,
k-5-d-3/task_8.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 11 (1, 10, 11, 2, 3, 4, 5, 6...)","question changed: copy=""Identify the Chicago city department that consistently ranked in the top five by total funding in the officia…"" | tasks_mini=""Identify the Chicago city department that consistently ranked in the top five for ordinance appropriations (w…""",,
k-5-d-3/task_9.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 11 (1, 10, 11, 2, 3, 4, 5, 6...)","question changed: copy=""Identify the Chicago library branch that ranked in the top five for total number of items checked out over th…"" | tasks_mini=""Identify the Chicago library branch that ranked in the top five for circulation and visitors, and top three f…""",,
k-5-d-4/task_1.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 9 (1, 2, 3, 4, 5, 6, 7, 8...)",,,
k-5-d-4/task_2.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 12 (1, 10, 11, 12, 2, 3, 4, 5...)",,,
k-5-d-4/task_3.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 9 (1, 2, 3, 4, 5, 6, 7, 8...)",,,
k-5-d-4/task_4.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 10 (1, 10, 2, 3, 4, 5, 6, 7...)","question changed: copy=""Across years 2015-16 to 2018-19, which Texas county is consistently in the top five for total lunch serves in…"" | tasks_mini=""Across years 2015-16 t0 2018-19, which Texas county is consistently in the top five for total lunch serves in…""",,
k-5-d-4/task_5.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 10 (1, 10, 2, 3, 4, 5, 6, 7...)",,,
k-5-d-4/task_6.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 9 (1, 2, 3, 4, 5, 6, 7, 8...)",,,
k-5-d-4/task_7.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 9 (1, 2, 3, 4, 5, 6, 7, 8...)",,,
k-5-d-4/task_8.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 10 (1, 10, 2, 3, 4, 5, 6, 7...)",,,
k-5-d-4/task_9.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 8 (1, 2, 3, 4, 5, 6, 7, 8)","question changed: copy=""Identify the Texas county that had the most consistent annual number of state prison releases from 2019 to 20…"" | tasks_mini=""Identify the Texas county that had the most consistent annual number of state prison releases from 2019 to 20…""",,
k-6-d-2/task_1.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 7 (1, 2, 3, 4, 5, 6, 7)","question changed: copy=""Find the NYC high school that received an overall A rating in 2010-11 and 2011-12, was also given an A for st…"" | tasks_mini=""Find the NYC high school that got an A on its progress report in 2010–11 and 2011–12, was also rated A for pe…""",,
k-6-d-2/task_2.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 10 (1, 10, 2, 3, 4, 5, 6, 7...)","question changed: copy=""Identify the DC Council member who represents the ward that, among the top two wards, recorded both the highe…"" | tasks_mini=""Identify the DC Council member who represents the ward that, among the top two wards, recorded both the highe…""",,
k-6-d-2/task_3.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 8 (1, 2, 3, 4, 5, 6, 7, 8)","question changed: copy=""Among New York counties outside of NYC, identify the top two by total mental health service recipients from 2…"" | tasks_mini=""Among New York counties outside of NYC, identify the top two by total mental health service recipients from 2…""",,
k-6-d-2/task_4.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 8 (1, 2, 3, 4, 5, 6, 7, 8)","question changed: copy=""What US city had the highest average percentages of adults age 18 and older who were obese, after accounting …"" | tasks_mini=""What US city had the highest average age-adjusted adult obesity rate in 2016 and 2018? Also, can you find me …""",,
k-6-d-2/task_5.json,changed,"answer,datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: practical_motivation, reasoning_chain, verdict; changed keys: answer, datasets_used, nodes, question, reasoning_hops; node count 8 -> 9; node ids only tasks_mini: 9; changed node ids: 8 (1, 2, 3, 4, 5, 6, 7, 8)","question changed: copy=""Identify a specific California county based on a set of health and housing statistics. The county had an Area…"" | tasks_mini=""Identify a specific California county seat based on a set of health and housing statistics. I'm looking for a…""",answer changed: copy='San Francisco Bay' | tasks_mini='Pacific Ocean',
k-6-d-3/task_1.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 10 (1, 10, 2, 3, 4, 5, 6, 7...)",,,
k-6-d-3/task_2.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 10 (1, 10, 2, 3, 4, 5, 6, 7...)",,,
k-6-d-3/task_3.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 12 (1, 10, 11, 12, 2, 3, 4, 5...)",,,
k-6-d-3/task_4.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 8 (1, 2, 3, 4, 5, 6, 7, 8)",,,
k-6-d-3/task_5.json,changed,"datasets_used,nodes,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, reasoning_hops; changed node ids: 7 (2, 3, 4, 5, 6, 7, 8); identical node ids: 1",,,
k-7-d-4/task_1.json,changed,"datasets_used,nodes,question,reasoning_hops","only tasks_mini keys: reasoning_chain, verdict; changed keys: datasets_used, nodes, question, reasoning_hops; changed node ids: 11 (1, 10, 11, 2, 3, 4, 5, 6...)","question changed: copy=""Among the five Texas counties with the highest average annual number of state prison releases from 2019 to 20…"" | tasks_mini=""Identify the Texas county that had the most consistent annual number of state prison releases from 2019 to 20…""",,
