task_id,log_error_bucket,estimated_wasted_turns,turn_waste_local_group,turn_waste_summary,turn_repeated_behavior,turn_progress_stop_point,wasted_turn_ranges,productive_turn_ranges,turn_budget_failure_reason,turn_waste_evidence,turn_waste_local_group_reason
tasks_mini/k-7-d-4/task_6.json,error_tokens_reached,5,schema_file_thrash,"Correctly established Instructure in Salt Lake City, Salt Lake County, Utah, but never computed Utah county rankings or the final county arithmetic and instead submitted just the county name.","After loading the NCES datasets, it kept peeking and grepping raw files for Utah and Salt Lake City strings rather than querying statewide county counts.","It had the company location and relevant datasets in hand, but stalled before ranking counties across private, public, and district data and before the final subtraction.",12-22,1-11,"The late run budget went to file-structure verification and city or county spot checks, leaving no room for the actual county-overlap computation.","Turn 12 repeats search_ideal for public-school GeoJSON and gets a plan-exhausted result.; Turns 13-17 are mostly peek_file checks of catalog or raw files rather than county aggregations.; Turns 18-21 grep UT and SALT LAKE CITY occurrences in raw files instead of computing statewide top-three counts.; Turn 22 times out on get_sandbox_info, and Turn 23 submits only [Salt Lake County].",Grepping raw files for city strings replaced the statewide county-count queries.
tasks_mini/k-7-d-4/task_7.json,error_tokens_reached,5,schema_file_thrash,"Identified the Seattle and King County context and eventually computed the Washington county with the most postsecondary institutions, but never finished the public, private, and district intersection and submitted the college count itself.",The run spent many turns reading raw dataset files and checking schema before issuing the first real county aggregation.,"By Turn 20 it knew King County led Washington postsecondary counts, but it had not computed the matching public, private, and district top-three overlap or the final K-12-minus-college-and-district total.",13-18,1-5; 17; 20-21,"Raw-file and schema inspection dominated the middle of the run, so the needed county-overlap queries arrived too late and the first public-school aggregation timed out.","Turns 13-18 read raw public, private, postsecondary, and district content plus supporting Seattle or Code.org text instead of county-count queries.; Turn 20 finally gets Washington postsecondary counts with King County = 34.; Turn 21 times out on the first public-school county aggregation, after no private-school or district-office ranking query appears.",Raw file inspection and schema checking dominated before the first real county aggregation.
tasks_mini/k-4-d-3/task_5.json,error_tokens_reached,4,schema_file_thrash,"Pulled Iowa unemployment, biofuel, income, and population datasets, found the high-biofuel counties and income filter, and started checking the population source.",It repeatedly probed unemployment schema/details and then reran the same 2019 personal-income filter instead of moving to county-seat populations.,"By turn 15 it had candidate-county filters and the population dataset open, so the remaining work was county-seat lookup and final population comparison.",10-11; 13; 16,1-9; 12; 14-15,Redundant schema peeks and a duplicate income query consumed the remaining budget before the county-seat population step was executed.,"Turns 10-11 keep peeking unemployment raw files after area type and seasonality had already been established.; Turn 13 runs `SELECT 1 AS x` on the unemployment dataset, which adds no task evidence.; Turn 14 already queries 2019 personal income above $4B, but turn 16 reruns the same income filter with a different date literal and hits timeout.",Repeated schema/detail checks and the duplicate income query consumed the remaining budget.
tasks_mini/k-5-d-4/task_4.json,error_tokens_reached,4,schema_file_thrash,Stayed in raw file preview mode across four assessment years and never reached a county-level filter or enrollment query.,Repeated large-file peek_file previews year by year instead of issuing ELA or district filters.,Never isolated a qualifying county or the most populous city's 2017-18 enrollment.,3-6,1-2,Budget went into unfiltered previews of massive assessment files and an early city or enrollment search before the qualifying county was established.,"Turn 3 searched for enrollment and city context and got county Wikipedia pages instead of an enrollment dataset.; Turns 4-6 only previewed the 2015-16, 2016-17, and 2017-18 assessment files.; No query_file call appears before the run hit the token limit.",Large-file peek_file previews by year replaced the needed ELA or district filters.
tasks_mini/k-7-d-4/task_8.json,error_tokens_reached,4,schema_file_thrash,"Successfully computed the Massachusetts county leaders across public, private, district-office, and college datasets, but then drifted into sandbox and file inspection instead of doing the final arithmetic and submitted the county name alone.","Once Middlesex County was clearly the leading overlap candidate, it kept inspecting sandbox paths and alternate file handles rather than finishing the numeric difference.","By Turn 21 it had the county counts needed to identify Middlesex County, but it never combined those counts into the requested final integer.",22-25,1-21,"The answer path was already clear, but the run spent its remaining budget on sandbox and dataset-handle exploration until the timeout warning forced an incomplete submit.","Turn 14 gets Massachusetts public-school counts, Turn 16 private-school counts, Turn 19 district-office counts, and Turn 21 college counts.; Turn 22 opens get_sandbox_info, Turn 23 peeks postsecondary data.txt, and Turn 24 lists an invalid public-school dataset id.; Turn 25 runs execute_code to inspect sandbox contents, hits the timeout warning, and Turn 26 submits [Middlesex County].",Sandbox paths and alternate file handles were inspected instead of finishing the numeric difference.
tasks_mini/k-4-d-3/task_3.json,error_tokens_reached,1,schema_file_thrash,"Cross-checked SNAP, foster-care, mental-health, staffing, and assistance datasets to narrow the county to Onondaga, then opened county-history text for the incorporation year.","After narrowing to Onondaga, it spent an extra turn peeking staff-dataset metadata before issuing the decisive case-openings query.",By turn 21 it had Onondaga's county-history/incorporation context and only needed the monthly case-opening check to finish the filter.,22,1-21; 23,"It delayed the final openings query until the very end, and the timeout hit before it could submit.","Turn 14 checks Onondaga staffing by year after earlier filters narrow the field.; Turn 21 greps Onondaga County history for city/incorporation language.; Turn 22 peeks staff metadata, then turn 23 finally runs the openings query and times out.",Extra staff-dataset metadata peeks delayed the decisive openings query.
tasks_mini/k-6-d-4/task_4.json,error_tokens_reached,1,schema_file_thrash,"Collected Texas summer meal and CACFP datasets and derived top lunch counties for 2016-2019, but never completed the 2015 top-five baseline or reimbursement-drop comparison.",No stable repeat loop; most turns were one-pass dataset identification and yearly lunch aggregation.,"By turn 16 it had lunch leaders for 2016-2019, but the missing 2015 cohort and child-center tie-breaker were still unresolved.",3,1-2; 4-16,An early dead-end search for a 2015 SSO dataset and the breadth of setup work left no budget for the reimbursement-drop and county-seat steps.,Turn 3 searches for 2015 SSO and only surfaces an irrelevant Gulf Coast page; Turns 13-16 compute county lunch totals for 2016-2019; The run crashes before any reimbursement-drop or child-center enrollment query appears,Dead-end dataset search and setup breadth crowded out the substantive county-seat work.
tasks_mini/k-5-d-4/task_10.json,error_tokens_reached,4,search_reformulation_loops,"Used downloads and code to narrow the county choice to Dallas, then stalled at the final university lookup.",Spent visible turns on empty meta-searches and a no-op code cell before the final county-to-university step.,Reached Dallas County but never extracted the public universities and their founding dates.,2-3; 16; 21,1; 4-15; 17-20,"After isolating Dallas, the run hit the timeout on a county-page grep and never submitted its best current answer.","Turns 2 and 3 were literal search_ideal queries for next sources and next.; Turn 16 ran an execute_code block that ended with pass and produced no output.; Turn 19 already showed Dallas had the smaller disability-recipient increase (-613 vs Harris +4462).; Turn 21 grep_file on Dallas_County,_Texas timed out with a submit-now warning, and no submit followed.",Empty meta-searches and setup churn replaced the final county-to-university step.
tasks_mini/k-2-d-3/task_2.json,error_tokens_reached,3,search_reformulation_loops,"The agent identified Washington, pulled FY2014-2016 contract counts for community colleges, and narrowed to Seattle/Green River/Spokane candidates, but it never consolidated them into the average-and-rank step.",It kept reformulating agency-name queries for the same Washington colleges across years instead of locking the three colleges and computing the averages.,"After reading the Washington article and resolving the likely college-name variants, it still had not switched into a final average calculation before more name-matching queries consumed the remaining budget.",19-21,1-18,The run stayed in a Seattle/college-name disambiguation loop and then kept firing exact-match count queries after the timeout warning rather than submitting a best answer.,"Turn 18 reads Washington_(state), the last missing non-tabular lookup for the 18th-largest-state condition.; Turns 19-20 rerun broader '%College%' queries for FY2015 and FY2016 instead of computing averages from the candidate schools already surfaced.; Turn 21 launches six exact-match count queries after the timeout warning, all cancelled.",It kept rephrasing the Washington college lookup across years rather than locking the candidate schools and finishing the average.
tasks_mini/k-7-d-3/task_6.json,error_tokens_reached,3,search_reformulation_loops,"Spent most of the run searching and probing parking-ticket files, then hit the timeout before it ever compared parking and moving-violation agencies across the target years.",Near-duplicate searches and file-format checks delayed any real January parking or moving aggregation.,"It surfaced an issuing-agency field from 2017 parking data, but had not yet established the year window or computed the cross-year agency averages.",2-3; 6,1; 4-5; 7-10,Search reformulations and schema inspection consumed the remaining budget before the run got to the moving-violation comparison or department-head lookup.,"Turns 2-3 issue near-duplicate search_ideal queries for parking and moving January datasets.; Turn 6 inspects 2017 headers.txt rather than querying the listed parking and moving tables.; Turn 8 only greps for ISSUING fields, and Turn 10 times out while still listing the LAX dataset.",Near-duplicate searches and file-format checks delayed the real aggregation work.
tasks_mini/k-7-d-3/task_9.json,error_tokens_reached,3,search_reformulation_loops,"Correctly computed the jail-census and ridership comparison years, but then stalled in parking and moving metadata inspection and never reached the agency comparison or university lookup.",Repeated continuation searches and metadata peeks replaced a direct query over the relevant 2019 parking and moving tables.,"By Turn 12 it had the year-window endpoints, but it stopped before querying parking and moving citations for the candidate agencies.",2-3; 13,1; 4-12,"Once the year selectors were known, the run kept inspecting layer metadata instead of aggregating the ticket data, so it hit the token limit before the core agency-ranking step.","Turns 2-3 are back-to-back search_ideal(""continue"") calls.; Turn 10 computes 2019 as the max Allegheny jail-record year and Turn 12 computes 2021 as the lowest RGRTA ridership year.; Turn 13 opens parking-2019 0.txt/4.txt/catalog and moving-2019 0.txt/4.txt instead of querying the ticket tables.",Continuation searches and metadata peeks replaced the direct 2019 table query.
tasks_mini/k-4-d-4/task_3.json,error_tokens_reached,2,search_reformulation_loops,Stayed in broad source-discovery mode and never reached a concrete firm or city lookup.,Rephrased the same multi-clue search after the first search returned unrelated Texas results.,"No relevant contractor, city, or interpreter source was opened.",1-2,,The run burned budget inside low-yield search recursion before any grounded entity or file step.,Turn 1 search returned texas-state-expenditures-by-county datasets.; Turn 2 rephrased the same contractor query and returned Denton and Nueces County pages.; The run crashed after 76 tools without any visible file read or query step.,The same multi-clue search was reformulated after the first result missed the target.
tasks_mini/k-7-d-3/task_10.json,error_tokens_reached,2,search_reformulation_loops,"Solved the fuel-sales year and opened Chicago budget and LAX datasets, but never completed the cross-year department comparison or the final university/year lookup.","After finding the max fuel-sales year, it revisited search and setup steps instead of executing the remaining charter-passenger and historical budget comparisons.","It had partial numeric progress on 2019 budget and fuel-year selection, but it never computed the charter-passenger year or the final department-head chain.",15; 17,1-14; 16; 18,"Late turns reopened already-solved subproblems, so the unresolved budget-history and biography steps were still unfinished when tokens ran out.",Turn 15 repeats search_ideal for 2017 Chicago budget data and gets a plan-exhausted result.; Turn 17 reruns the gasoline/gasohol year aggregation after Turn 8 already identified 2019.; Turn 14 only previews LAX rows; no later charter-passenger aggregation appears before failure.,It revisited search and setup steps instead of executing the last comparison queries.
